"","GeneID","F_parvapinis_BW_1.quant","F_parvapinis_BW_2.quant","F_parvapinis_BW_3.quant","F_parvapinis_FW_1.quant","F_parvapinis_FW_2.quant","F_parvapinis_FW_3.quant","F_parvapinis_transfer_1.quant","F_parvapinis_transfer_2.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"10311","ENSLOCP00000018036","390.506681324942","864.990527463783","798.642767660635","135.27223998388","316.571714343654","337.652678018833","89.9117972227501","81.2205672780647",376.846121662068,-1.62265847518344,0.571137390052004,-2.8411000635691,0.00449582033312352,0.611556087739178,376.846121662068,-3.00067805460273,0.569113656178322,-5.2725462164319,1.34543941026778e-07,0.000140986221497119,376.846121662068,1.3780195794193,0.508161645502456,2.71177408136883,0.00669241880503494,0.36966829138726,"TRINITY_DN84857_c0_g2_i1","TRINITY_DN84857_c0_g2","Transcript_345434","gi|831511421|ref|XP_012714230.1| PREDICTED: uncharacterized protein LOC105922850 [Fundulus heteroclitus]"
"132193","gi|831492673|ref|XP_012707694.1| PREDICTED: keratin, type II cytoskeletal 8-like [Fundulus heteroclitus]","95.3698458905496","40.2556529736305","78.8174102989375","7.84372186400306","0","0","0","0",27.7858288783901,-4.7997030885905,2.05811792867396,-2.33208360984589,0.0196962931128619,0.999906097828751,27.7858288783901,-9.65568034448158,1.96755515069472,-4.90745092510991,9.22677321496838e-07,0.000865082831849719,27.7858288783901,4.85597725589109,1.3456205742636,3.60872696863196,0.000307703240385727,0.0521223647276722,"TRINITY_DN116193_c5_g1_i8","TRINITY_DN116193_c5_g1","Transcript_64033","gi|831492673|ref|XP_012707694.1| PREDICTED: keratin, type II cytoskeletal 8-like [Fundulus heteroclitus]"
"136626","gi|831520312|ref|XP_012717232.1| PREDICTED: transmembrane 9 superfamily member 2 isoform X1 [Fundulus heteroclitus]","23.9109185387666","27.3243334472324","58.5100202877754","1.54483119178966","25.96515842482","8.88869707373954","0","0",18.2679948705154,-7.11260509895286,1.86184302539701,-3.82019590369936,0.00013334571921828,0.117848627589129,18.2679948705154,-8.68924489818578,1.84785827776036,-4.70233296717825,2.5720561000901e-06,0.00176225412950019,18.2679948705154,1.57663979923292,1.07072997988217,1.47249057078463,0.140888451423573,0.958899694948582,"TRINITY_DN113729_c1_g1_i9","TRINITY_DN113729_c1_g1","Transcript_176804","gi|831520315|ref|XP_012717234.1| PREDICTED: transmembrane 9 superfamily member 2 isoform X2 [Fundulus heteroclitus]"
"136627","gi|831520312|ref|XP_012717232.1| PREDICTED: transmembrane 9 superfamily member 2 isoform X1 [Fundulus heteroclitus]","23.9109185387666","27.3243334472324","58.5100202877754","1.54483119178966","25.96515842482","8.88869707373954","0","0",18.2679948705154,-7.11260509895286,1.86184302539701,-3.82019590369936,0.00013334571921828,0.117848627589129,18.2679948705154,-8.68924489818578,1.84785827776036,-4.70233296717825,2.5720561000901e-06,0.00176225412950019,18.2679948705154,1.57663979923292,1.07072997988217,1.47249057078463,0.140888451423573,0.958899694948582,"TRINITY_DN113729_c1_g1_i9","TRINITY_DN113729_c1_g1","Transcript_176804","gi|831520312|ref|XP_012717232.1| PREDICTED: transmembrane 9 superfamily member 2 isoform X1 [Fundulus heteroclitus]"
"135132","gi|831510219|ref|XP_012713825.1| PREDICTED: butyrophilin subfamily 2 member A2-like [Fundulus heteroclitus]","52.3522272560475","87.6866047963079","52.9742334161554","20.2015974094943","43.953657690647","53.9310454201266","9.79849136486392","6.34283405129365",40.905086425617,-2.30007260386191,0.661001220460496,-3.47967981399418,0.000502013358825477,0.213370035420943,40.905086425617,-3.0025676369063,0.65334783614544,-4.59566477578095,4.31371742623133e-06,0.00240139256971515,40.905086425617,0.702495033044394,0.56492071470169,1.24352854261213,0.213673129738301,0.958899694948582,"TRINITY_DN113192_c7_g1_i1","TRINITY_DN113192_c7_g1","Transcript_97439","gi|831510219|ref|XP_012713825.1| PREDICTED: butyrophilin subfamily 2 member A2-like [Fundulus heteroclitus]"
"134571","gi|831507897|ref|XP_012713049.1| PREDICTED: integrin beta-like protein B [Fundulus heteroclitus]","54.6969755027977","43.8027543430458","45.6630237358103","29.6333796986885","0","27.8283418014993","0","0",25.2030593852302,-7.7509751471933,1.99524250202473,-3.88472836726753,0.000102444360352304,0.0991612625181561,25.2030593852302,-9.08288659668643,1.98742295352709,-4.57018300033568,4.87298506627313e-06,0.00254323630087582,25.2030593852302,1.33191144949313,1.24381634508125,1.07082645662301,0.284247468640952,0.958899694948582,"TRINITY_DN116132_c5_g2_i2","TRINITY_DN116132_c5_g2","Transcript_64141","gi|831507897|ref|XP_012713049.1| PREDICTED: integrin beta-like protein B [Fundulus heteroclitus]"
"96089","ENSXMAP00000011954","676.943204866831","639.477548713934","736.132880599666","587.194872480632","475.599151206037","523.975978947979","311.814579861636","286.622010715493",529.720028424026,-0.821213055209035,0.26269239096955,-3.12613948267814,0.00177117522680882,0.383007221652584,529.720028424026,-1.1933819497689,0.261709800016503,-4.55994368454543,5.11673406765242e-06,0.00254323630087582,529.720028424026,0.372168894559868,0.235546226090984,1.58002486703443,0.114101171797761,0.958899694948582,"TRINITY_DN114501_c5_g2_i1","TRINITY_DN114501_c5_g2","Transcript_12076","gi|831494813|ref|XP_012708449.1| PREDICTED: AT-rich interactive domain-containing protein 5A-like [Fundulus heteroclitus]"
"96090","ENSXMAP00000011954","676.943204866831","639.477548713934","736.132880599666","587.194872480632","475.599151206037","523.975978947979","311.814579861636","286.622010715493",529.720028424026,-0.821213055209035,0.26269239096955,-3.12613948267814,0.00177117522680882,0.383007221652584,529.720028424026,-1.1933819497689,0.261709800016503,-4.55994368454543,5.11673406765242e-06,0.00254323630087582,529.720028424026,0.372168894559868,0.235546226090984,1.58002486703443,0.114101171797761,0.958899694948582,"TRINITY_DN114501_c5_g3_i2","TRINITY_DN114501_c5_g3","Transcript_12081","gi|831494813|ref|XP_012708449.1| PREDICTED: AT-rich interactive domain-containing protein 5A-like [Fundulus heteroclitus]"
"85519","ENSXMAP00000009851","261.070766503879","331.791463813344","311.124365874297","60.0591320319445","144.792682772308","172.942368160764","61.8207622243471","53.3387976603343",174.617542380152,-1.12748720700801,0.528042125881538,-2.13522208124158,0.0327428740593538,0.999906097828751,174.617542380152,-2.38805910737549,0.525753214307971,-4.54216739410487,5.56788007938459e-06,0.00254323630087582,174.617542380152,1.26057190036749,0.471983023495469,2.67079923983662,0.00756708900095851,0.387446393255626,"TRINITY_DN115157_c3_g1_i1","TRINITY_DN115157_c3_g1","Transcript_134232","gi|831530892|ref|XP_012720992.1| PREDICTED: condensin complex subunit 3 isoform X1 [Fundulus heteroclitus]"
"85520","ENSXMAP00000009851","261.070766503879","331.791463813344","311.124365874297","60.0591320319445","144.792682772308","172.942368160764","61.8207622243471","53.3387976603343",174.617542380152,-1.12748720700801,0.528042125881538,-2.13522208124158,0.0327428740593538,0.999906097828751,174.617542380152,-2.38805910737549,0.525753214307971,-4.54216739410487,5.56788007938459e-06,0.00254323630087582,174.617542380152,1.26057190036749,0.471983023495469,2.67079923983662,0.00756708900095851,0.387446393255626,"TRINITY_DN113663_c4_g2_i5","TRINITY_DN113663_c4_g2","Transcript_201360","gi|831530895|ref|XP_012720993.1| PREDICTED: condensin complex subunit 3 isoform X2 [Fundulus heteroclitus]"
