"","GeneID","F_heteroclitusMDPL_BW_1.quant","F_heteroclitusMDPL_BW_2.quant","F_heteroclitusMDPL_BW_3.quant","F_heteroclitusMDPL_FW_1.quant","F_heteroclitusMDPL_FW_2.quant","F_heteroclitusMDPL_FW_3.quant","F_heteroclitusMDPL_transfer_1.quant","F_heteroclitusMDPL_transfer_2.quant","F_heteroclitusMDPL_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"136883","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]","406.107467778077","370.311925140201","344.212615429267","137.803528562882","119.574511321397","71.6732075704182","206.936230785621","268.234767589067","158.486681353532",231.482326170051,0.949155520080763,0.311695459419316,3.04513746157555,0.0023257398480438,0.0619134678260528,231.482326170051,-0.831960648159507,0.305782140237311,-2.72076272183143,0.00651314935301685,0.159394802243008,231.482326170051,1.78111616824027,0.31482253196505,5.65752443804753,1.53571955467383e-08,1.11842748257625e-05,"TRINITY_DN170720_c1_g8_i1","TRINITY_DN170720_c1_g8","Transcript_289056","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]"
"136884","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]","406.107467778077","370.311925140201","344.212615429267","137.803528562882","119.574511321397","71.6732075704182","206.936230785621","268.234767589067","158.486681353532",231.482326170051,0.949155520080763,0.311695459419316,3.04513746157555,0.0023257398480438,0.0619134678260528,231.482326170051,-0.831960648159507,0.305782140237311,-2.72076272183143,0.00651314935301685,0.159394802243008,231.482326170051,1.78111616824027,0.31482253196505,5.65752443804753,1.53571955467383e-08,1.11842748257625e-05,"TRINITY_DN170720_c1_g10_i1","TRINITY_DN170720_c1_g10","Transcript_289061","gi|831544523|ref|XP_012725906.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]"
"136885","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]","406.107467778077","370.311925140201","344.212615429267","137.803528562882","119.574511321397","71.6732075704182","206.936230785621","268.234767589067","158.486681353532",231.482326170051,0.949155520080763,0.311695459419316,3.04513746157555,0.0023257398480438,0.0619134678260528,231.482326170051,-0.831960648159507,0.305782140237311,-2.72076272183143,0.00651314935301685,0.159394802243008,231.482326170051,1.78111616824027,0.31482253196505,5.65752443804753,1.53571955467383e-08,1.11842748257625e-05,"TRINITY_DN170720_c1_g9_i1","TRINITY_DN170720_c1_g9","Transcript_289060","gi|831544523|ref|XP_012725906.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]"
"136886","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]","406.107467778077","370.311925140201","344.212615429267","137.803528562882","119.574511321397","71.6732075704182","206.936230785621","268.234767589067","158.486681353532",231.482326170051,0.949155520080763,0.311695459419316,3.04513746157555,0.0023257398480438,0.0619134678260528,231.482326170051,-0.831960648159507,0.305782140237311,-2.72076272183143,0.00651314935301685,0.159394802243008,231.482326170051,1.78111616824027,0.31482253196505,5.65752443804753,1.53571955467383e-08,1.11842748257625e-05,"TRINITY_DN170720_c1_g5_i1","TRINITY_DN170720_c1_g5","Transcript_289053","gi|831544523|ref|XP_012725906.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]"
"136887","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]","406.107467778077","370.311925140201","344.212615429267","137.803528562882","119.574511321397","71.6732075704182","206.936230785621","268.234767589067","158.486681353532",231.482326170051,0.949155520080763,0.311695459419316,3.04513746157555,0.0023257398480438,0.0619134678260528,231.482326170051,-0.831960648159507,0.305782140237311,-2.72076272183143,0.00651314935301685,0.159394802243008,231.482326170051,1.78111616824027,0.31482253196505,5.65752443804753,1.53571955467383e-08,1.11842748257625e-05,"TRINITY_DN170720_c1_g4_i1","TRINITY_DN170720_c1_g4","Transcript_289052","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]"
"136888","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]","406.107467778077","370.311925140201","344.212615429267","137.803528562882","119.574511321397","71.6732075704182","206.936230785621","268.234767589067","158.486681353532",231.482326170051,0.949155520080763,0.311695459419316,3.04513746157555,0.0023257398480438,0.0619134678260528,231.482326170051,-0.831960648159507,0.305782140237311,-2.72076272183143,0.00651314935301685,0.159394802243008,231.482326170051,1.78111616824027,0.31482253196505,5.65752443804753,1.53571955467383e-08,1.11842748257625e-05,"TRINITY_DN170720_c1_g10_i1","TRINITY_DN170720_c1_g10","Transcript_289061","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]"
"136889","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]","406.107467778077","370.311925140201","344.212615429267","137.803528562882","119.574511321397","71.6732075704182","206.936230785621","268.234767589067","158.486681353532",231.482326170051,0.949155520080763,0.311695459419316,3.04513746157555,0.0023257398480438,0.0619134678260528,231.482326170051,-0.831960648159507,0.305782140237311,-2.72076272183143,0.00651314935301685,0.159394802243008,231.482326170051,1.78111616824027,0.31482253196505,5.65752443804753,1.53571955467383e-08,1.11842748257625e-05,"TRINITY_DN170720_c1_g4_i1","TRINITY_DN170720_c1_g4","Transcript_289052","gi|831544523|ref|XP_012725906.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]"
"136890","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]","406.107467778077","370.311925140201","344.212615429267","137.803528562882","119.574511321397","71.6732075704182","206.936230785621","268.234767589067","158.486681353532",231.482326170051,0.949155520080763,0.311695459419316,3.04513746157555,0.0023257398480438,0.0619134678260528,231.482326170051,-0.831960648159507,0.305782140237311,-2.72076272183143,0.00651314935301685,0.159394802243008,231.482326170051,1.78111616824027,0.31482253196505,5.65752443804753,1.53571955467383e-08,1.11842748257625e-05,"TRINITY_DN170720_c1_g9_i1","TRINITY_DN170720_c1_g9","Transcript_289060","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]"
"136891","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]","406.107467778077","370.311925140201","344.212615429267","137.803528562882","119.574511321397","71.6732075704182","206.936230785621","268.234767589067","158.486681353532",231.482326170051,0.949155520080763,0.311695459419316,3.04513746157555,0.0023257398480438,0.0619134678260528,231.482326170051,-0.831960648159507,0.305782140237311,-2.72076272183143,0.00651314935301685,0.159394802243008,231.482326170051,1.78111616824027,0.31482253196505,5.65752443804753,1.53571955467383e-08,1.11842748257625e-05,"TRINITY_DN170720_c1_g8_i1","TRINITY_DN170720_c1_g8","Transcript_289056","gi|831544523|ref|XP_012725906.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]"
"136892","gi|831544520|ref|XP_012725904.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]","406.107467778077","370.311925140201","344.212615429267","137.803528562882","119.574511321397","71.6732075704182","206.936230785621","268.234767589067","158.486681353532",231.482326170051,0.949155520080763,0.311695459419316,3.04513746157555,0.0023257398480438,0.0619134678260528,231.482326170051,-0.831960648159507,0.305782140237311,-2.72076272183143,0.00651314935301685,0.159394802243008,231.482326170051,1.78111616824027,0.31482253196505,5.65752443804753,1.53571955467383e-08,1.11842748257625e-05,"TRINITY_DN170720_c1_g2_i1","TRINITY_DN170720_c1_g2","Transcript_289049","gi|831544523|ref|XP_012725906.1| PREDICTED: zymogen granule membrane protein 16-like [Fundulus heteroclitus]"
