"","GeneID","F_heteroclitusMDPL_BW_1.quant","F_heteroclitusMDPL_BW_2.quant","F_heteroclitusMDPL_BW_3.quant","F_heteroclitusMDPL_FW_1.quant","F_heteroclitusMDPL_FW_2.quant","F_heteroclitusMDPL_FW_3.quant","F_heteroclitusMDPL_transfer_1.quant","F_heteroclitusMDPL_transfer_2.quant","F_heteroclitusMDPL_transfer_3.quant","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y","Row","Trinity_contigID","Trinity_gene","Trinity_gene2,","dammit_ID","dammit_ID2","NCBI_Fhet"
"1052","EHJ70311","11018.5397790411","22050.8126450212","18961.8751673108","7968.45708309417","10249.6047706263","11120.8115421977","28048.292607171","32249.9347190625","10197.5879161752",16873.9906921889,1.26465925691233,0.400447294293822,3.15811662341862,0.00158792018357399,0.0482533296600341,16873.9906921889,0.438221802452232,0.400458763525071,1.09429944445403,0.273823668888587,0.796575970325002,138854,"TRINITY_DN175785_c0_g1_i7","TRINITY_DN175785_c0_g1","TRINITY_DN175785_c0_g1","Transcript_485991","Transcript_485991","gi|831532003|ref|XP_012721388.1| PREDICTED: collagen alpha-1(II) chain-like isoform X2 [Fundulus heteroclitus]"
"1053","EHJ70311","11018.5397790411","22050.8126450212","18961.8751673108","7968.45708309417","10249.6047706263","11120.8115421977","28048.292607171","32249.9347190625","10197.5879161752",16873.9906921889,1.26465925691233,0.400447294293822,3.15811662341862,0.00158792018357399,0.0482533296600341,16873.9906921889,0.438221802452232,0.400458763525071,1.09429944445403,0.273823668888587,0.796575970325002,40993,"TRINITY_DN188370_c3_g1_i2","TRINITY_DN188370_c3_g1","TRINITY_DN188370_c3_g1","Transcript_180970","Transcript_180970","gi|831532003|ref|XP_012721388.1| PREDICTED: collagen alpha-1(II) chain-like isoform X2 [Fundulus heteroclitus]"
"1054","EHJ70311","11018.5397790411","22050.8126450212","18961.8751673108","7968.45708309417","10249.6047706263","11120.8115421977","28048.292607171","32249.9347190625","10197.5879161752",16873.9906921889,1.26465925691233,0.400447294293822,3.15811662341862,0.00158792018357399,0.0482533296600341,16873.9906921889,0.438221802452232,0.400458763525071,1.09429944445403,0.273823668888587,0.796575970325002,41036,"TRINITY_DN188370_c3_g1_i5","TRINITY_DN188370_c3_g1","TRINITY_DN188370_c3_g1","Transcript_180973","Transcript_180973","gi|831541639|ref|XP_012724798.1| PREDICTED: collagen alpha-1(II) chain isoform X3 [Fundulus heteroclitus]"
"1055","EHJ70311","11018.5397790411","22050.8126450212","18961.8751673108","7968.45708309417","10249.6047706263","11120.8115421977","28048.292607171","32249.9347190625","10197.5879161752",16873.9906921889,1.26465925691233,0.400447294293822,3.15811662341862,0.00158792018357399,0.0482533296600341,16873.9906921889,0.438221802452232,0.400458763525071,1.09429944445403,0.273823668888587,0.796575970325002,41035,"TRINITY_DN188370_c3_g1_i5","TRINITY_DN188370_c3_g1","TRINITY_DN188370_c3_g1","Transcript_180973","Transcript_180973","gi|831576318|ref|XP_012736720.1| PREDICTED: collagen alpha-1(XI) chain-like [Fundulus heteroclitus]"
"1056","EHJ70311","11018.5397790411","22050.8126450212","18961.8751673108","7968.45708309417","10249.6047706263","11120.8115421977","28048.292607171","32249.9347190625","10197.5879161752",16873.9906921889,1.26465925691233,0.400447294293822,3.15811662341862,0.00158792018357399,0.0482533296600341,16873.9906921889,0.438221802452232,0.400458763525071,1.09429944445403,0.273823668888587,0.796575970325002,134464,"TRINITY_DN187561_c2_g1_i6","TRINITY_DN187561_c2_g1","TRINITY_DN187561_c2_g1","Transcript_475919","Transcript_475919","gi|831541633|ref|XP_012724796.1| PREDICTED: collagen alpha-1(II) chain isoform X1 [Fundulus heteroclitus]"
"1057","EHJ70311","11018.5397790411","22050.8126450212","18961.8751673108","7968.45708309417","10249.6047706263","11120.8115421977","28048.292607171","32249.9347190625","10197.5879161752",16873.9906921889,1.26465925691233,0.400447294293822,3.15811662341862,0.00158792018357399,0.0482533296600341,16873.9906921889,0.438221802452232,0.400458763525071,1.09429944445403,0.273823668888587,0.796575970325002,41037,"TRINITY_DN188370_c3_g1_i5","TRINITY_DN188370_c3_g1","TRINITY_DN188370_c3_g1","Transcript_180973","Transcript_180973","gi|831575219|ref|XP_012736336.1| PREDICTED: collagen alpha-2(V) chain [Fundulus heteroclitus]"
"1058","EHJ70311","11018.5397790411","22050.8126450212","18961.8751673108","7968.45708309417","10249.6047706263","11120.8115421977","28048.292607171","32249.9347190625","10197.5879161752",16873.9906921889,1.26465925691233,0.400447294293822,3.15811662341862,0.00158792018357399,0.0482533296600341,16873.9906921889,0.438221802452232,0.400458763525071,1.09429944445403,0.273823668888587,0.796575970325002,41033,"TRINITY_DN188370_c3_g1_i5","TRINITY_DN188370_c3_g1","TRINITY_DN188370_c3_g1","Transcript_180973","Transcript_180973","gi|831491149|ref|XP_012707154.1| PREDICTED: collagen alpha-2(I) chain isoform X2 [Fundulus heteroclitus]"
"1059","EHJ70311","11018.5397790411","22050.8126450212","18961.8751673108","7968.45708309417","10249.6047706263","11120.8115421977","28048.292607171","32249.9347190625","10197.5879161752",16873.9906921889,1.26465925691233,0.400447294293822,3.15811662341862,0.00158792018357399,0.0482533296600341,16873.9906921889,0.438221802452232,0.400458763525071,1.09429944445403,0.273823668888587,0.796575970325002,41031,"TRINITY_DN188370_c3_g1_i5","TRINITY_DN188370_c3_g1","TRINITY_DN188370_c3_g1","Transcript_180973","Transcript_180973","gi|831537841|ref|XP_012723453.1| PREDICTED: collagen alpha-1(XXVII) chain B-like [Fundulus heteroclitus]"
"1060","EHJ70311","11018.5397790411","22050.8126450212","18961.8751673108","7968.45708309417","10249.6047706263","11120.8115421977","28048.292607171","32249.9347190625","10197.5879161752",16873.9906921889,1.26465925691233,0.400447294293822,3.15811662341862,0.00158792018357399,0.0482533296600341,16873.9906921889,0.438221802452232,0.400458763525071,1.09429944445403,0.273823668888587,0.796575970325002,134477,"TRINITY_DN187561_c2_g1_i6","TRINITY_DN187561_c2_g1","TRINITY_DN187561_c2_g1","Transcript_475919","Transcript_475919","gi|831531999|ref|XP_012721387.1| PREDICTED: collagen alpha-1(II) chain-like isoform X1 [Fundulus heteroclitus]"
"1061","EHJ70311","11018.5397790411","22050.8126450212","18961.8751673108","7968.45708309417","10249.6047706263","11120.8115421977","28048.292607171","32249.9347190625","10197.5879161752",16873.9906921889,1.26465925691233,0.400447294293822,3.15811662341862,0.00158792018357399,0.0482533296600341,16873.9906921889,0.438221802452232,0.400458763525071,1.09429944445403,0.273823668888587,0.796575970325002,41034,"TRINITY_DN188370_c3_g1_i5","TRINITY_DN188370_c3_g1","TRINITY_DN188370_c3_g1","Transcript_180973","Transcript_180973","gi|831491146|ref|XP_012707153.1| PREDICTED: collagen alpha-2(I) chain isoform X1 [Fundulus heteroclitus]"
