"","GeneID","L_parva_BW_1.quant","L_parva_BW_2.quant","L_parva_BW_3.quant","L_parva_FW_1.quant","L_parva_FW_2.quant","L_parva_FW_3.quant","L_parva_transfer_1.quant","L_parva_transfer_2.quant","L_parva_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"156388","gi|831565552|ref|XP_012733075.1| PREDICTED: alpha-1B-glycoprotein-like [Fundulus heteroclitus]","8.56961691967918","0","6.83257800414536","62.9259358081428","73.5182260263589","100.019391060463","14.7295595412786","29.0380200234323","24.4185007515172",35.5613142372241,-1.79221593717852,0.585238886057159,-3.06236646244228,0.00219594430954984,0.0676262226939579,35.5613142372241,2.09794450518471,0.690720031313681,3.03732975746285,0.00238684186633009,0.162341631694994,35.5613142372241,-3.89016044236324,0.679152405524499,-5.72796387190726,1.01643205372086e-08,3.08456327332957e-06,"TRINITY_DN107972_c5_g1_i4","TRINITY_DN107972_c5_g1","Transcript_188973","gi|831565552|ref|XP_012733075.1| PREDICTED: alpha-1B-glycoprotein-like [Fundulus heteroclitus]"
"140878","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]","790.59200500707","837.523064633552","794.803426487762","273.118715277623","377.095073270774","221.104508140621","386.213410814375","541.309911841455","367.83179252329",509.954656444058,0.569225717887378,0.262982529554139,2.16450012421907,0.030425987072308,0.329588436449647,509.954656444058,-0.90174525628348,0.259728426676121,-3.4718774060413,0.000516832296847955,0.0673672511791855,509.954656444058,1.47097097417086,0.262252288730123,5.60899194166651,2.03508498316569e-08,5.50820501727372e-06,"TRINITY_DN116344_c0_g1_i2","TRINITY_DN116344_c0_g1","Transcript_230470","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]"
"140879","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]","790.59200500707","837.523064633552","794.803426487762","273.118715277623","377.095073270774","221.104508140621","386.213410814375","541.309911841455","367.83179252329",509.954656444058,0.569225717887378,0.262982529554139,2.16450012421907,0.030425987072308,0.329588436449647,509.954656444058,-0.90174525628348,0.259728426676121,-3.4718774060413,0.000516832296847955,0.0673672511791855,509.954656444058,1.47097097417086,0.262252288730123,5.60899194166651,2.03508498316569e-08,5.50820501727372e-06,"TRINITY_DN116344_c0_g1_i9","TRINITY_DN116344_c0_g1","Transcript_230477","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]"
"140880","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]","790.59200500707","837.523064633552","794.803426487762","273.118715277623","377.095073270774","221.104508140621","386.213410814375","541.309911841455","367.83179252329",509.954656444058,0.569225717887378,0.262982529554139,2.16450012421907,0.030425987072308,0.329588436449647,509.954656444058,-0.90174525628348,0.259728426676121,-3.4718774060413,0.000516832296847955,0.0673672511791855,509.954656444058,1.47097097417086,0.262252288730123,5.60899194166651,2.03508498316569e-08,5.50820501727372e-06,"TRINITY_DN116344_c0_g1_i4","TRINITY_DN116344_c0_g1","Transcript_230472","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]"
"140881","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]","790.59200500707","837.523064633552","794.803426487762","273.118715277623","377.095073270774","221.104508140621","386.213410814375","541.309911841455","367.83179252329",509.954656444058,0.569225717887378,0.262982529554139,2.16450012421907,0.030425987072308,0.329588436449647,509.954656444058,-0.90174525628348,0.259728426676121,-3.4718774060413,0.000516832296847955,0.0673672511791855,509.954656444058,1.47097097417086,0.262252288730123,5.60899194166651,2.03508498316569e-08,5.50820501727372e-06,"TRINITY_DN116344_c0_g1_i5","TRINITY_DN116344_c0_g1","Transcript_230473","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]"
"140882","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]","790.59200500707","837.523064633552","794.803426487762","273.118715277623","377.095073270774","221.104508140621","386.213410814375","541.309911841455","367.83179252329",509.954656444058,0.569225717887378,0.262982529554139,2.16450012421907,0.030425987072308,0.329588436449647,509.954656444058,-0.90174525628348,0.259728426676121,-3.4718774060413,0.000516832296847955,0.0673672511791855,509.954656444058,1.47097097417086,0.262252288730123,5.60899194166651,2.03508498316569e-08,5.50820501727372e-06,"TRINITY_DN116344_c0_g1_i1","TRINITY_DN116344_c0_g1","Transcript_230469","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]"
"140883","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]","790.59200500707","837.523064633552","794.803426487762","273.118715277623","377.095073270774","221.104508140621","386.213410814375","541.309911841455","367.83179252329",509.954656444058,0.569225717887378,0.262982529554139,2.16450012421907,0.030425987072308,0.329588436449647,509.954656444058,-0.90174525628348,0.259728426676121,-3.4718774060413,0.000516832296847955,0.0673672511791855,509.954656444058,1.47097097417086,0.262252288730123,5.60899194166651,2.03508498316569e-08,5.50820501727372e-06,"TRINITY_DN116344_c0_g1_i8","TRINITY_DN116344_c0_g1","Transcript_230476","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]"
"140884","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]","790.59200500707","837.523064633552","794.803426487762","273.118715277623","377.095073270774","221.104508140621","386.213410814375","541.309911841455","367.83179252329",509.954656444058,0.569225717887378,0.262982529554139,2.16450012421907,0.030425987072308,0.329588436449647,509.954656444058,-0.90174525628348,0.259728426676121,-3.4718774060413,0.000516832296847955,0.0673672511791855,509.954656444058,1.47097097417086,0.262252288730123,5.60899194166651,2.03508498316569e-08,5.50820501727372e-06,"TRINITY_DN116344_c0_g1_i6","TRINITY_DN116344_c0_g1","Transcript_230474","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]"
"140885","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]","790.59200500707","837.523064633552","794.803426487762","273.118715277623","377.095073270774","221.104508140621","386.213410814375","541.309911841455","367.83179252329",509.954656444058,0.569225717887378,0.262982529554139,2.16450012421907,0.030425987072308,0.329588436449647,509.954656444058,-0.90174525628348,0.259728426676121,-3.4718774060413,0.000516832296847955,0.0673672511791855,509.954656444058,1.47097097417086,0.262252288730123,5.60899194166651,2.03508498316569e-08,5.50820501727372e-06,"TRINITY_DN116344_c0_g1_i7","TRINITY_DN116344_c0_g1","Transcript_230475","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]"
"140886","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]","790.59200500707","837.523064633552","794.803426487762","273.118715277623","377.095073270774","221.104508140621","386.213410814375","541.309911841455","367.83179252329",509.954656444058,0.569225717887378,0.262982529554139,2.16450012421907,0.030425987072308,0.329588436449647,509.954656444058,-0.90174525628348,0.259728426676121,-3.4718774060413,0.000516832296847955,0.0673672511791855,509.954656444058,1.47097097417086,0.262252288730123,5.60899194166651,2.03508498316569e-08,5.50820501727372e-06,"TRINITY_DN116344_c0_g1_i11","TRINITY_DN116344_c0_g1_","Transcript_230479","gi|831491609|ref|XP_012707317.1| PREDICTED: ABC transporter F family member 4-like [Fundulus heteroclitus]"
