"","GeneID","F_chrysotus_BW_1.quant","F_chrysotus_BW_2.quant","F_chrysotus_BW_3.quant","F_chrysotus_FW_1.quant","F_chrysotus_FW_2.quant","F_chrysotus_FW_3.quant","F_chrysotus_transfer_1.quant","F_chrysotus_transfer_2.quant","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y","Row","Trinity_contigID","Trinity_gene","Trinity_gene2,","dammit_ID","dammit_ID2","NCBI_Fhet"
"884","ENSACAP00000006278","71.6935653751044","33.3421167552788","56.8330107765236","57.4515867029051","83.5756105575006","47.2264686868034","121.99439235834","145.844833680215",77.2451981115838,1.10067327186099,0.491267662034334,2.24047572621229,0.0250600549243842,0.0939279714557881,77.2451981115838,1.32768351453516,0.491430716720174,2.70166977635458,0.0068992246922828,0.0478917805368085,108156,"TRINITY_DN119144_c1_g1_i2","TRINITY_DN119144_c1_g1","TRINITY_DN119144_c1_g1","Transcript_211805","Transcript_211805","gi|831473908|ref|XP_012715120.1| PREDICTED: BTB/POZ domain-containing protein KCTD12-like [Fundulus heteroclitus]"
"956","ENSACAP00000014210","51.5563095490703","30.5348340711491","37.8776721645856","40.3268110223427","50.3964666187264","55.0512821855121","104.328035105141","81.6078218541617",56.4599040713361,0.922466733298148,0.445512937897318,2.07057226587381,0.038398786193939,0.126306022437026,56.4599040713361,1.22075609847025,0.445504952192298,2.74016280282182,0.00614087579779321,0.04422907051771,57209,"TRINITY_DN118412_c4_g2_i3","TRINITY_DN118412_c4_g2","TRINITY_DN118412_c4_g2","Transcript_112103","Transcript_112103","gi|831514833|ref|XP_012715370.1| PREDICTED: eukaryotic initiation factor 4A-III [Fundulus heteroclitus]"
"1753","ENSAMXP00000014913","36.2444528348499","117.06733523482","37.0139064057851","22.6923959603846","0","9.31373856705176","0","4.81168587846012",28.392939360169,-1.98085794824771,1.53479901535912,-1.29063019224326,0.196831941449688,0.387220243481471,28.392939360169,-4.55434762095235,1.51567587201513,-3.00482953185581,0.00265729733974396,0.0242222574650619,19615,"TRINITY_DN114318_c0_g1_i2","TRINITY_DN114318_c0_g1","TRINITY_DN114318_c0_g1","Transcript_36270","Transcript_36270","gi|831568156|ref|XP_012733947.1| PREDICTED: mitochondrial-processing peptidase subunit alpha [Fundulus heteroclitus]"
"1754","ENSAMXP00000014913","36.2444528348499","117.06733523482","37.0139064057851","22.6923959603846","0","9.31373856705176","0","4.81168587846012",28.392939360169,-1.98085794824771,1.53479901535912,-1.29063019224326,0.196831941449688,0.387220243481471,28.392939360169,-4.55434762095235,1.51567587201513,-3.00482953185581,0.00265729733974396,0.0242222574650619,19618,"TRINITY_DN114318_c0_g1_i4","TRINITY_DN114318_c0_g1","TRINITY_DN114318_c0_g1","Transcript_36272","Transcript_36272","gi|831568156|ref|XP_012733947.1| PREDICTED: mitochondrial-processing peptidase subunit alpha [Fundulus heteroclitus]"
"1755","ENSAMXP00000014913","36.2444528348499","117.06733523482","37.0139064057851","22.6923959603846","0","9.31373856705176","0","4.81168587846012",28.392939360169,-1.98085794824771,1.53479901535912,-1.29063019224326,0.196831941449688,0.387220243481471,28.392939360169,-4.55434762095235,1.51567587201513,-3.00482953185581,0.00265729733974396,0.0242222574650619,19617,"TRINITY_DN114318_c0_g1_i4","TRINITY_DN114318_c0_g1","TRINITY_DN114318_c0_g1","Transcript_36272","Transcript_36272","gi|831568156|ref|XP_012733947.1| PREDICTED: mitochondrial-processing peptidase subunit alpha [Fundulus heteroclitus]"
"1940","ENSAMXP00000018343","0","0","0","1.10790957560736","16.2969747343826","0","37.0447611182566","12.4403531407894",8.36124982112951,2.09242735796412,2.19692446885046,0.952434818598467,0.340876508144497,0.5479777128796,8.36124982112951,7.26607543244436,2.46803872876155,2.94406864356235,0.00323928145502029,0.0281279588768653,141314,"TRINITY_DN115365_c0_g1_i11","TRINITY_DN115365_c0_g1_","TRINITY_DN115365_c0_g1_","Transcript_277934","Transcript_277934","gi|831553383|ref|XP_012729021.1| PREDICTED: 3-oxo-5-beta-steroid 4-dehydrogenase-like isoform X1 [Fundulus heteroclitus]"
"1941","ENSAMXP00000018343","0","0","0","1.10790957560736","16.2969747343826","0","37.0447611182566","12.4403531407894",8.36124982112951,2.09242735796412,2.19692446885046,0.952434818598467,0.340876508144497,0.5479777128796,8.36124982112951,7.26607543244436,2.46803872876155,2.94406864356235,0.00323928145502029,0.0281279588768653,141313,"TRINITY_DN115365_c0_g1_i11","TRINITY_DN115365_c0_g1_","TRINITY_DN115365_c0_g1_","Transcript_277934","Transcript_277934","gi|831553387|ref|XP_012729022.1| PREDICTED: 3-oxo-5-beta-steroid 4-dehydrogenase-like isoform X2 [Fundulus heteroclitus]"
"2693","ENSDARP00000056465","39.8825908097806","119.949930119194","56.7518622297906","66.7429881053017","55.1710174418264","31.2833792948767","16.2051304650055","18.9805034285051",50.6209252367851,-1.52294932556565,0.691489046459805,-2.20242002872301,0.0276356523849399,0.100834405382515,50.6209252367851,-2.03092912329842,0.687855186199935,-2.95255333396308,0.00315157622196995,0.0276483910685023,31977,"TRINITY_DN117778_c2_g1_i10","TRINITY_DN117778_c2_g1_","TRINITY_DN117778_c2_g1_","Transcript_61801","Transcript_61801","gi|831519334|ref|XP_012716888.1| PREDICTED: calcium/calmodulin-dependent protein kinase type II delta 1 chain isoform X4 [Fundulus heteroclitus]"
"2694","ENSDARP00000056465","39.8825908097806","119.949930119194","56.7518622297906","66.7429881053017","55.1710174418264","31.2833792948767","16.2051304650055","18.9805034285051",50.6209252367851,-1.52294932556565,0.691489046459805,-2.20242002872301,0.0276356523849399,0.100834405382515,50.6209252367851,-2.03092912329842,0.687855186199935,-2.95255333396308,0.00315157622196995,0.0276483910685023,31976,"TRINITY_DN117778_c2_g1_i10","TRINITY_DN117778_c2_g1_","TRINITY_DN117778_c2_g1_","Transcript_61801","Transcript_61801","gi|831519325|ref|XP_012716885.1| PREDICTED: calcium/calmodulin-dependent protein kinase type II delta 1 chain isoform X2 [Fundulus heteroclitus]"
"2695","ENSDARP00000056465","39.8825908097806","119.949930119194","56.7518622297906","66.7429881053017","55.1710174418264","31.2833792948767","16.2051304650055","18.9805034285051",50.6209252367851,-1.52294932556565,0.691489046459805,-2.20242002872301,0.0276356523849399,0.100834405382515,50.6209252367851,-2.03092912329842,0.687855186199935,-2.95255333396308,0.00315157622196995,0.0276483910685023,31978,"TRINITY_DN117778_c2_g1_i10","TRINITY_DN117778_c2_g1_","TRINITY_DN117778_c2_g1_","Transcript_61801","Transcript_61801","gi|831530634|ref|XP_012720900.1| PREDICTED: calcium/calmodulin-dependent protein kinase type II delta 2 chain [Fundulus heteroclitus]"
"2696","ENSDARP00000056465","39.8825908097806","119.949930119194","56.7518622297906","66.7429881053017","55.1710174418264","31.2833792948767","16.2051304650055","18.9805034285051",50.6209252367851,-1.52294932556565,0.691489046459805,-2.20242002872301,0.0276356523849399,0.100834405382515,50.6209252367851,-2.03092912329842,0.687855186199935,-2.95255333396308,0.00315157622196995,0.0276483910685023,31985,"TRINITY_DN117778_c2_g1_i12","TRINITY_DN117778_c2_g1_","TRINITY_DN117778_c2_g1_","Transcript_61803","Transcript_61803","gi|831519322|ref|XP_012716883.1| PREDICTED: calcium/calmodulin-dependent protein kinase type II delta chain isoform X1 [Fundulus heteroclitus]"
"2697","ENSDARP00000056465","39.8825908097806","119.949930119194","56.7518622297906","66.7429881053017","55.1710174418264","31.2833792948767","16.2051304650055","18.9805034285051",50.6209252367851,-1.52294932556565,0.691489046459805,-2.20242002872301,0.0276356523849399,0.100834405382515,50.6209252367851,-2.03092912329842,0.687855186199935,-2.95255333396308,0.00315157622196995,0.0276483910685023,31979,"TRINITY_DN117778_c2_g1_i10","TRINITY_DN117778_c2_g1_","TRINITY_DN117778_c2_g1_","Transcript_61801","Transcript_61801","gi|831530436|ref|XP_012720831.1| PREDICTED: LOW QUALITY PROTEIN: calcium/calmodulin-dependent protein kinase type II subunit gamma-like [Fundulus heteroclitus]"
"2698","ENSDARP00000056465","39.8825908097806","119.949930119194","56.7518622297906","66.7429881053017","55.1710174418264","31.2833792948767","16.2051304650055","18.9805034285051",50.6209252367851,-1.52294932556565,0.691489046459805,-2.20242002872301,0.0276356523849399,0.100834405382515,50.6209252367851,-2.03092912329842,0.687855186199935,-2.95255333396308,0.00315157622196995,0.0276483910685023,31986,"TRINITY_DN117778_c2_g1_i12","TRINITY_DN117778_c2_g1_","TRINITY_DN117778_c2_g1_","Transcript_61803","Transcript_61803","gi|831519325|ref|XP_012716885.1| PREDICTED: calcium/calmodulin-dependent protein kinase type II delta 1 chain isoform X2 [Fundulus heteroclitus]"
"2699","ENSDARP00000056465","39.8825908097806","119.949930119194","56.7518622297906","66.7429881053017","55.1710174418264","31.2833792948767","16.2051304650055","18.9805034285051",50.6209252367851,-1.52294932556565,0.691489046459805,-2.20242002872301,0.0276356523849399,0.100834405382515,50.6209252367851,-2.03092912329842,0.687855186199935,-2.95255333396308,0.00315157622196995,0.0276483910685023,31975,"TRINITY_DN117778_c2_g1_i10","TRINITY_DN117778_c2_g1_","TRINITY_DN117778_c2_g1_","Transcript_61801","Transcript_61801","gi|831519331|ref|XP_012716887.1| PREDICTED: calcium/calmodulin-dependent protein kinase type II delta chain isoform X3 [Fundulus heteroclitus]"
"2700","ENSDARP00000056465","39.8825908097806","119.949930119194","56.7518622297906","66.7429881053017","55.1710174418264","31.2833792948767","16.2051304650055","18.9805034285051",50.6209252367851,-1.52294932556565,0.691489046459805,-2.20242002872301,0.0276356523849399,0.100834405382515,50.6209252367851,-2.03092912329842,0.687855186199935,-2.95255333396308,0.00315157622196995,0.0276483910685023,31987,"TRINITY_DN117778_c2_g1_i12","TRINITY_DN117778_c2_g1_","TRINITY_DN117778_c2_g1_","Transcript_61803","Transcript_61803","gi|831519334|ref|XP_012716888.1| PREDICTED: calcium/calmodulin-dependent protein kinase type II delta 1 chain isoform X4 [Fundulus heteroclitus]"
