"","GeneID","F_notatus_BW_1.quant","F_notatus_BW_2.quant","F_notatus_BW_3.quant","F_notatus_FW_1.quant","F_notatus_FW_2.quant","F_notatus_FW_3.quant","F_notatus_transfer_1.quant","F_notatus_transfer_2.quant","F_notatus_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"176785","gi|831577672|ref|XP_012737207.1| PREDICTED: trypsinogen-like protein 3 [Fundulus heteroclitus]","2.50084806978708","1.50347296963371","1.99286205072294","0","1.38884347038005","1.93753149758234","30.8787374767564","44.493175492008","54.541321920578",15.4707547719387,5.04030849157105,1.02720209542428,4.90683236923227,9.25590754911108e-07,NA,15.4707547719387,4.3530301886789,0.748305845182064,5.81718052412085,5.98484976707542e-09,1.4655209045018e-06,"TRINITY_DN128003_c3_g1_i1","TRINITY_DN128003_c3_g1","Transcript_302670","gi|831577672|ref|XP_012737207.1| PREDICTED: trypsinogen-like protein 3 [Fundulus heteroclitus]"
"34654","ENSONIP00000025568","80.4705030882369","67.9797420754943","87.3263550430603","171.999819955306","118.62321936483","178.744344508987","244.657568149184","168.647643588625","263.296055038157",153.527250090209,0.528565376849557,0.277566680755113,1.90428251478747,0.0568734001967573,0.217061071670058,153.527250090209,1.50899895856326,0.278451640245284,5.41924966659923,5.98496887553502e-08,1.03920823202472e-05,"TRINITY_DN124550_c4_g1_i2","TRINITY_DN124550_c4_g1","Transcript_211793","gi|831481911|ref|XP_012729320.1| PREDICTED: transcription factor E3 [Fundulus heteroclitus]"
"161227","gi|831506468|ref|XP_012712549.1| PREDICTED: uncharacterized protein LOC105921387 [Fundulus heteroclitus]","51.9711147117197","40.5383522079028","49.0343726572655","87.3844306152663","116.450818399985","56.1990780951985","127.652431060064","169.53906843455","164.064553315978",95.8704688331033,0.845884001094029,0.332515638182777,2.5438923886914,0.0109624851742052,0.075618691959573,95.8704688331033,1.68708583165966,0.329028257088166,5.12748007295797,2.93646049776853e-07,4.12399966966021e-05,"TRINITY_DN127915_c2_g3_i3","TRINITY_DN127915_c2_g3","Transcript_144457","gi|831506468|ref|XP_012712549.1| PREDICTED: uncharacterized protein LOC105921387 [Fundulus heteroclitus]"
"161228","gi|831506468|ref|XP_012712549.1| PREDICTED: uncharacterized protein LOC105921387 [Fundulus heteroclitus]","51.9711147117197","40.5383522079028","49.0343726572655","87.3844306152663","116.450818399985","56.1990780951985","127.652431060064","169.53906843455","164.064553315978",95.8704688331033,0.845884001094029,0.332515638182777,2.5438923886914,0.0109624851742052,0.075618691959573,95.8704688331033,1.68708583165966,0.329028257088166,5.12748007295797,2.93646049776853e-07,4.12399966966021e-05,"TRINITY_DN126717_c2_g3_i11","TRINITY_DN126717_c2_g3_","Transcript_115546","gi|831506468|ref|XP_012712549.1| PREDICTED: uncharacterized protein LOC105921387 [Fundulus heteroclitus]"
"161229","gi|831506468|ref|XP_012712549.1| PREDICTED: uncharacterized protein LOC105921387 [Fundulus heteroclitus]","51.9711147117197","40.5383522079028","49.0343726572655","87.3844306152663","116.450818399985","56.1990780951985","127.652431060064","169.53906843455","164.064553315978",95.8704688331033,0.845884001094029,0.332515638182777,2.5438923886914,0.0109624851742052,0.075618691959573,95.8704688331033,1.68708583165966,0.329028257088166,5.12748007295797,2.93646049776853e-07,4.12399966966021e-05,"TRINITY_DN126717_c2_g3_i9","TRINITY_DN126717_c2_g3","Transcript_115544","gi|831506468|ref|XP_012712549.1| PREDICTED: uncharacterized protein LOC105921387 [Fundulus heteroclitus]"
"173039","gi|831557804|ref|XP_012730498.1| PREDICTED: sodium/hydrogen exchanger 1 isoform X1 [Fundulus heteroclitus]","116.763515426142","41.5264178662821","23.5239296757743","2.91434184552579","11.7231734256695","17.1586593638151","3.20742697453187","1.81586916780629","1.82954066870265",24.4958749349167,-2.13537588224762,0.968002195728923,-2.20596181668746,0.0273866733227004,0.136168745398586,24.4958749349167,-4.62512581947369,0.92744056247679,-4.98697814889829,6.13309987742696e-07,7.6066368609646e-05,"TRINITY_DN128855_c5_g2_i1","TRINITY_DN128855_c5_g2","Transcript_84297","gi|831557804|ref|XP_012730498.1| PREDICTED: sodium/hydrogen exchanger 1 isoform X1 [Fundulus heteroclitus]"
"173040","gi|831557804|ref|XP_012730498.1| PREDICTED: sodium/hydrogen exchanger 1 isoform X1 [Fundulus heteroclitus]","116.763515426142","41.5264178662821","23.5239296757743","2.91434184552579","11.7231734256695","17.1586593638151","3.20742697453187","1.81586916780629","1.82954066870265",24.4958749349167,-2.13537588224762,0.968002195728923,-2.20596181668746,0.0273866733227004,0.136168745398586,24.4958749349167,-4.62512581947369,0.92744056247679,-4.98697814889829,6.13309987742696e-07,7.6066368609646e-05,"TRINITY_DN128855_c5_g1_i6","TRINITY_DN128855_c5_g1","Transcript_84295","gi|831557804|ref|XP_012730498.1| PREDICTED: sodium/hydrogen exchanger 1 isoform X1 [Fundulus heteroclitus]"
"173041","gi|831557804|ref|XP_012730498.1| PREDICTED: sodium/hydrogen exchanger 1 isoform X1 [Fundulus heteroclitus]","116.763515426142","41.5264178662821","23.5239296757743","2.91434184552579","11.7231734256695","17.1586593638151","3.20742697453187","1.81586916780629","1.82954066870265",24.4958749349167,-2.13537588224762,0.968002195728923,-2.20596181668746,0.0273866733227004,0.136168745398586,24.4958749349167,-4.62512581947369,0.92744056247679,-4.98697814889829,6.13309987742696e-07,7.6066368609646e-05,"TRINITY_DN128855_c5_g1_i3","TRINITY_DN128855_c5_g1","Transcript_84292","gi|831557804|ref|XP_012730498.1| PREDICTED: sodium/hydrogen exchanger 1 isoform X1 [Fundulus heteroclitus]"
"173042","gi|831557804|ref|XP_012730498.1| PREDICTED: sodium/hydrogen exchanger 1 isoform X1 [Fundulus heteroclitus]","116.763515426142","41.5264178662821","23.5239296757743","2.91434184552579","11.7231734256695","17.1586593638151","3.20742697453187","1.81586916780629","1.82954066870265",24.4958749349167,-2.13537588224762,0.968002195728923,-2.20596181668746,0.0273866733227004,0.136168745398586,24.4958749349167,-4.62512581947369,0.92744056247679,-4.98697814889829,6.13309987742696e-07,7.6066368609646e-05,"TRINITY_DN128855_c5_g1_i6","TRINITY_DN128855_c5_g1","Transcript_84295","gi|831557807|ref|XP_012730499.1| PREDICTED: sodium/hydrogen exchanger 1 isoform X2 [Fundulus heteroclitus]"
"173043","gi|831557804|ref|XP_012730498.1| PREDICTED: sodium/hydrogen exchanger 1 isoform X1 [Fundulus heteroclitus]","116.763515426142","41.5264178662821","23.5239296757743","2.91434184552579","11.7231734256695","17.1586593638151","3.20742697453187","1.81586916780629","1.82954066870265",24.4958749349167,-2.13537588224762,0.968002195728923,-2.20596181668746,0.0273866733227004,0.136168745398586,24.4958749349167,-4.62512581947369,0.92744056247679,-4.98697814889829,6.13309987742696e-07,7.6066368609646e-05,"TRINITY_DN128855_c5_g2_i1","TRINITY_DN128855_c5_g2","Transcript_84297","gi|831557807|ref|XP_012730499.1| PREDICTED: sodium/hydrogen exchanger 1 isoform X2 [Fundulus heteroclitus]"
