"","GeneID","F_grandis_BW_1.quant","F_grandis_BW_2.quant","F_grandis_BW_3.quant","F_grandis_FW_1.quant","F_grandis_FW_2.quant","F_grandis_FW_3.quant","F_grandis_transfer_1.quant","F_grandis_transfer_2.quant","F_grandis_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"173080","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","1516.84378582655","1111.43538350669","1060.41680185195","3215.59271960657","5332.1285350129","6320.09025113432","3628.72740658081","2041.65249098143","2151.2270447786",2930.9016021422,-0.925723440267974,0.328089090246149,-2.82156117892688,0.0047790521073915,0.129226734606331,2930.9016021422,1.08223103017542,0.329380385593393,3.28565718394474,0.00101744756828707,0.0552593867515175,2930.9016021422,-2.0079544704434,0.329212510663265,-6.09926538453222,1.06557032888115e-09,6.7956064666492e-07,"TRINITY_DN352376_c4_g3_i4","TRINITY_DN352376_c4_g3","Transcript_224866","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"173081","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","1516.84378582655","1111.43538350669","1060.41680185195","3215.59271960657","5332.1285350129","6320.09025113432","3628.72740658081","2041.65249098143","2151.2270447786",2930.9016021422,-0.925723440267974,0.328089090246149,-2.82156117892688,0.0047790521073915,0.129226734606331,2930.9016021422,1.08223103017542,0.329380385593393,3.28565718394474,0.00101744756828707,0.0552593867515175,2930.9016021422,-2.0079544704434,0.329212510663265,-6.09926538453222,1.06557032888115e-09,6.7956064666492e-07,"TRINITY_DN352376_c4_g3_i5","TRINITY_DN352376_c4_g3","Transcript_224867","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"173082","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","1516.84378582655","1111.43538350669","1060.41680185195","3215.59271960657","5332.1285350129","6320.09025113432","3628.72740658081","2041.65249098143","2151.2270447786",2930.9016021422,-0.925723440267974,0.328089090246149,-2.82156117892688,0.0047790521073915,0.129226734606331,2930.9016021422,1.08223103017542,0.329380385593393,3.28565718394474,0.00101744756828707,0.0552593867515175,2930.9016021422,-2.0079544704434,0.329212510663265,-6.09926538453222,1.06557032888115e-09,6.7956064666492e-07,"TRINITY_DN352376_c4_g3_i3","TRINITY_DN352376_c4_g3","Transcript_224865","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"173083","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","1516.84378582655","1111.43538350669","1060.41680185195","3215.59271960657","5332.1285350129","6320.09025113432","3628.72740658081","2041.65249098143","2151.2270447786",2930.9016021422,-0.925723440267974,0.328089090246149,-2.82156117892688,0.0047790521073915,0.129226734606331,2930.9016021422,1.08223103017542,0.329380385593393,3.28565718394474,0.00101744756828707,0.0552593867515175,2930.9016021422,-2.0079544704434,0.329212510663265,-6.09926538453222,1.06557032888115e-09,6.7956064666492e-07,"TRINITY_DN352376_c4_g3_i15","TRINITY_DN352376_c4_g3_","Transcript_224877","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"173084","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","1516.84378582655","1111.43538350669","1060.41680185195","3215.59271960657","5332.1285350129","6320.09025113432","3628.72740658081","2041.65249098143","2151.2270447786",2930.9016021422,-0.925723440267974,0.328089090246149,-2.82156117892688,0.0047790521073915,0.129226734606331,2930.9016021422,1.08223103017542,0.329380385593393,3.28565718394474,0.00101744756828707,0.0552593867515175,2930.9016021422,-2.0079544704434,0.329212510663265,-6.09926538453222,1.06557032888115e-09,6.7956064666492e-07,"TRINITY_DN352376_c4_g3_i13","TRINITY_DN352376_c4_g3_","Transcript_224875","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"173085","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","1516.84378582655","1111.43538350669","1060.41680185195","3215.59271960657","5332.1285350129","6320.09025113432","3628.72740658081","2041.65249098143","2151.2270447786",2930.9016021422,-0.925723440267974,0.328089090246149,-2.82156117892688,0.0047790521073915,0.129226734606331,2930.9016021422,1.08223103017542,0.329380385593393,3.28565718394474,0.00101744756828707,0.0552593867515175,2930.9016021422,-2.0079544704434,0.329212510663265,-6.09926538453222,1.06557032888115e-09,6.7956064666492e-07,"TRINITY_DN352376_c4_g3_i16","TRINITY_DN352376_c4_g3_","Transcript_224878","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"173086","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","1516.84378582655","1111.43538350669","1060.41680185195","3215.59271960657","5332.1285350129","6320.09025113432","3628.72740658081","2041.65249098143","2151.2270447786",2930.9016021422,-0.925723440267974,0.328089090246149,-2.82156117892688,0.0047790521073915,0.129226734606331,2930.9016021422,1.08223103017542,0.329380385593393,3.28565718394474,0.00101744756828707,0.0552593867515175,2930.9016021422,-2.0079544704434,0.329212510663265,-6.09926538453222,1.06557032888115e-09,6.7956064666492e-07,"TRINITY_DN352376_c4_g3_i11","TRINITY_DN352376_c4_g3_","Transcript_224873","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"173087","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","1516.84378582655","1111.43538350669","1060.41680185195","3215.59271960657","5332.1285350129","6320.09025113432","3628.72740658081","2041.65249098143","2151.2270447786",2930.9016021422,-0.925723440267974,0.328089090246149,-2.82156117892688,0.0047790521073915,0.129226734606331,2930.9016021422,1.08223103017542,0.329380385593393,3.28565718394474,0.00101744756828707,0.0552593867515175,2930.9016021422,-2.0079544704434,0.329212510663265,-6.09926538453222,1.06557032888115e-09,6.7956064666492e-07,"TRINITY_DN352376_c4_g3_i14","TRINITY_DN352376_c4_g3_","Transcript_224876","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"173088","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","1516.84378582655","1111.43538350669","1060.41680185195","3215.59271960657","5332.1285350129","6320.09025113432","3628.72740658081","2041.65249098143","2151.2270447786",2930.9016021422,-0.925723440267974,0.328089090246149,-2.82156117892688,0.0047790521073915,0.129226734606331,2930.9016021422,1.08223103017542,0.329380385593393,3.28565718394474,0.00101744756828707,0.0552593867515175,2930.9016021422,-2.0079544704434,0.329212510663265,-6.09926538453222,1.06557032888115e-09,6.7956064666492e-07,"TRINITY_DN352376_c4_g3_i6","TRINITY_DN352376_c4_g3","Transcript_224868","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"173089","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","1516.84378582655","1111.43538350669","1060.41680185195","3215.59271960657","5332.1285350129","6320.09025113432","3628.72740658081","2041.65249098143","2151.2270447786",2930.9016021422,-0.925723440267974,0.328089090246149,-2.82156117892688,0.0047790521073915,0.129226734606331,2930.9016021422,1.08223103017542,0.329380385593393,3.28565718394474,0.00101744756828707,0.0552593867515175,2930.9016021422,-2.0079544704434,0.329212510663265,-6.09926538453222,1.06557032888115e-09,6.7956064666492e-07,"TRINITY_DN352376_c4_g3_i2","TRINITY_DN352376_c4_g3","Transcript_224864","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"173090","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","1516.84378582655","1111.43538350669","1060.41680185195","3215.59271960657","5332.1285350129","6320.09025113432","3628.72740658081","2041.65249098143","2151.2270447786",2930.9016021422,-0.925723440267974,0.328089090246149,-2.82156117892688,0.0047790521073915,0.129226734606331,2930.9016021422,1.08223103017542,0.329380385593393,3.28565718394474,0.00101744756828707,0.0552593867515175,2930.9016021422,-2.0079544704434,0.329212510663265,-6.09926538453222,1.06557032888115e-09,6.7956064666492e-07,"TRINITY_DN352376_c4_g3_i10","TRINITY_DN352376_c4_g3_","Transcript_224872","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"173091","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]","1516.84378582655","1111.43538350669","1060.41680185195","3215.59271960657","5332.1285350129","6320.09025113432","3628.72740658081","2041.65249098143","2151.2270447786",2930.9016021422,-0.925723440267974,0.328089090246149,-2.82156117892688,0.0047790521073915,0.129226734606331,2930.9016021422,1.08223103017542,0.329380385593393,3.28565718394474,0.00101744756828707,0.0552593867515175,2930.9016021422,-2.0079544704434,0.329212510663265,-6.09926538453222,1.06557032888115e-09,6.7956064666492e-07,"TRINITY_DN352376_c4_g3_i12","TRINITY_DN352376_c4_g3_","Transcript_224874","gi|831555569|ref|XP_012729755.1| PREDICTED: gamma-taxilin-like [Fundulus heteroclitus]"
"121745","ENSXMAP00000015502","57.5091509102182","44.2271452829975","72.442070988453","568.74801833495","127.533786730516","1672.00725335844","248.351120147507","242.118487774279","248.17128566788",364.567591021694,-1.68002754338854,0.635016590186343,-2.64564354593562,0.0081535684595093,0.171364050666066,364.567591021694,2.06978181951595,0.650031060026605,3.18412756989064,0.00145191010523621,0.0697965112615411,364.567591021694,-3.74980936290449,0.648591918099133,-5.78146174545973,7.40543220431765e-09,3.75893693440385e-06,"TRINITY_DN346289_c0_g4_i3","TRINITY_DN346289_c0_g4","Transcript_251575","gi|831567628|ref|XP_012733773.1| PREDICTED: high choriolytic enzyme 1-like [Fundulus heteroclitus]"
"121746","ENSXMAP00000015502","57.5091509102182","44.2271452829975","72.442070988453","568.74801833495","127.533786730516","1672.00725335844","248.351120147507","242.118487774279","248.17128566788",364.567591021694,-1.68002754338854,0.635016590186343,-2.64564354593562,0.0081535684595093,0.171364050666066,364.567591021694,2.06978181951595,0.650031060026605,3.18412756989064,0.00145191010523621,0.0697965112615411,364.567591021694,-3.74980936290449,0.648591918099133,-5.78146174545973,7.40543220431765e-09,3.75893693440385e-06,"TRINITY_DN346289_c0_g4_i4","TRINITY_DN346289_c0_g4","Transcript_251576","gi|831567628|ref|XP_012733773.1| PREDICTED: high choriolytic enzyme 1-like [Fundulus heteroclitus]"
"121747","ENSXMAP00000015502","57.5091509102182","44.2271452829975","72.442070988453","568.74801833495","127.533786730516","1672.00725335844","248.351120147507","242.118487774279","248.17128566788",364.567591021694,-1.68002754338854,0.635016590186343,-2.64564354593562,0.0081535684595093,0.171364050666066,364.567591021694,2.06978181951595,0.650031060026605,3.18412756989064,0.00145191010523621,0.0697965112615411,364.567591021694,-3.74980936290449,0.648591918099133,-5.78146174545973,7.40543220431765e-09,3.75893693440385e-06,"TRINITY_DN346289_c0_g4_i5","TRINITY_DN346289_c0_g4","Transcript_251577","gi|831567628|ref|XP_012733773.1| PREDICTED: high choriolytic enzyme 1-like [Fundulus heteroclitus]"
"110708","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i8","TRINITY_DN353783_c7_g3","Transcript_273904","gi|831494076|ref|XP_012708188.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Fundulus heteroclitus]"
"110709","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i9","TRINITY_DN353783_c7_g3","Transcript_273905","gi|831580380|ref|XP_012738159.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2-like [Fundulus heteroclitus]"
"110710","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i1","TRINITY_DN353783_c7_g3","Transcript_273897","gi|831494076|ref|XP_012708188.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Fundulus heteroclitus]"
"110711","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i1","TRINITY_DN353783_c7_g3","Transcript_273897","gi|831580380|ref|XP_012738159.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2-like [Fundulus heteroclitus]"
"110712","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i7","TRINITY_DN353783_c7_g3","Transcript_273903","gi|831580380|ref|XP_012738159.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2-like [Fundulus heteroclitus]"
"110713","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i4","TRINITY_DN353783_c7_g3","Transcript_273900","gi|831494076|ref|XP_012708188.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Fundulus heteroclitus]"
"110714","ENSXMAP00000012993","932.687288588219","697.207793801943","1075.16592517697","331.943094795275","394.758657137021","258.694988752342","575.279344327424","482.051243046909","621.481007030079",596.585482517353,0.76932146322701,0.255732363065876,3.00830702068332,0.00262707588756477,0.0904505491536859,596.585482517353,-0.693707408634082,0.253715931555981,-2.73418939196974,0.00625340639733279,0.173159785566618,596.585482517353,1.46302887186109,0.255847235206335,5.71836889572481,1.07551451498927e-08,5.04720698430438e-06,"TRINITY_DN353783_c7_g3_i7","TRINITY_DN353783_c7_g3","Transcript_273903","gi|831494076|ref|XP_012708188.1| PREDICTED: bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Fundulus heteroclitus]"
