"","GeneID","F_chrysotus_BW_1.quant","F_chrysotus_BW_2.quant","F_chrysotus_BW_3.quant","F_chrysotus_FW_1.quant","F_chrysotus_FW_2.quant","F_chrysotus_FW_3.quant","F_chrysotus_transfer_1.quant","F_chrysotus_transfer_2.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"153422","gi|831511512|ref|XP_012714261.1| PREDICTED: galactose-specific lectin nattectin-like [Fundulus heteroclitus]","6952.68513161621","3352.09988153182","535.56837039872","696.226835855801","314.485519416792","758.373868110548","303.693041831118","110.358035937246",1627.93633558728,-1.51482754803473,0.836135867367948,-1.8117002357562,0.0700325271915804,0.193518380468498,1627.93633558728,-4.12997053312116,0.835502632462528,-4.94309697259558,7.68912126457639e-07,3.89637066366617e-05,"TRINITY_DN111009_c1_g1_i1","TRINITY_DN111009_c1_g1","Transcript_125482","gi|831511512|ref|XP_012714261.1| PREDICTED: galactose-specific lectin nattectin-like [Fundulus heteroclitus]"
"153423","gi|831511512|ref|XP_012714261.1| PREDICTED: galactose-specific lectin nattectin-like [Fundulus heteroclitus]","6952.68513161621","3352.09988153182","535.56837039872","696.226835855801","314.485519416792","758.373868110548","303.693041831118","110.358035937246",1627.93633558728,-1.51482754803473,0.836135867367948,-1.8117002357562,0.0700325271915804,0.193518380468498,1627.93633558728,-4.12997053312116,0.835502632462528,-4.94309697259558,7.68912126457639e-07,3.89637066366617e-05,"TRINITY_DN111009_c1_g2_i1","TRINITY_DN111009_c1_g2","Transcript_125486","gi|831511512|ref|XP_012714261.1| PREDICTED: galactose-specific lectin nattectin-like [Fundulus heteroclitus]"
"153424","gi|831511512|ref|XP_012714261.1| PREDICTED: galactose-specific lectin nattectin-like [Fundulus heteroclitus]","6952.68513161621","3352.09988153182","535.56837039872","696.226835855801","314.485519416792","758.373868110548","303.693041831118","110.358035937246",1627.93633558728,-1.51482754803473,0.836135867367948,-1.8117002357562,0.0700325271915804,0.193518380468498,1627.93633558728,-4.12997053312116,0.835502632462528,-4.94309697259558,7.68912126457639e-07,3.89637066366617e-05,"TRINITY_DN111009_c1_g1_i3","TRINITY_DN111009_c1_g1","Transcript_125484","gi|831511512|ref|XP_012714261.1| PREDICTED: galactose-specific lectin nattectin-like [Fundulus heteroclitus]"
"153425","gi|831511512|ref|XP_012714261.1| PREDICTED: galactose-specific lectin nattectin-like [Fundulus heteroclitus]","6952.68513161621","3352.09988153182","535.56837039872","696.226835855801","314.485519416792","758.373868110548","303.693041831118","110.358035937246",1627.93633558728,-1.51482754803473,0.836135867367948,-1.8117002357562,0.0700325271915804,0.193518380468498,1627.93633558728,-4.12997053312116,0.835502632462528,-4.94309697259558,7.68912126457639e-07,3.89637066366617e-05,"TRINITY_DN111009_c1_g1_i2","TRINITY_DN111009_c1_g1","Transcript_125483","gi|831511512|ref|XP_012714261.1| PREDICTED: galactose-specific lectin nattectin-like [Fundulus heteroclitus]"
"39017","ENSORLP00000025887","13.3038054302487","22.9210934788397","14.8431231142715","39.1573583301902","37.9073666442337","46.937978905911","102.405847610365","77.9284062862974",44.4256224750446,1.08455083858882,0.503563363087082,2.15375247305525,0.0312595886787476,0.10981874412776,44.4256224750446,2.37658057031126,0.506296179805952,4.69405195042579,2.67845965460148e-06,0.000108997431795188,"TRINITY_DN25129_c0_g1_i1","TRINITY_DN25129_c0_g1","Transcript_389675","gi|226453364|ref|YP_002791113.1| cytochrome c oxidase subunit III (mitochondrion) [Fundulus heteroclitus]"
"39018","ENSORLP00000025887","13.3038054302487","22.9210934788397","14.8431231142715","39.1573583301902","37.9073666442337","46.937978905911","102.405847610365","77.9284062862974",44.4256224750446,1.08455083858882,0.503563363087082,2.15375247305525,0.0312595886787476,0.10981874412776,44.4256224750446,2.37658057031126,0.506296179805952,4.69405195042579,2.67845965460148e-06,0.000108997431795188,"TRINITY_DN97173_c1_g2_i1","TRINITY_DN97173_c1_g2","Transcript_395056","gi|226453364|ref|YP_002791113.1| cytochrome c oxidase subunit III (mitochondrion) [Fundulus heteroclitus]"
"39019","ENSORLP00000025887","13.3038054302487","22.9210934788397","14.8431231142715","39.1573583301902","37.9073666442337","46.937978905911","102.405847610365","77.9284062862974",44.4256224750446,1.08455083858882,0.503563363087082,2.15375247305525,0.0312595886787476,0.10981874412776,44.4256224750446,2.37658057031126,0.506296179805952,4.69405195042579,2.67845965460148e-06,0.000108997431795188,"TRINITY_DN97173_c0_g1_i1","TRINITY_DN97173_c0_g1","Transcript_395054","gi|226453364|ref|YP_002791113.1| cytochrome c oxidase subunit III (mitochondrion) [Fundulus heteroclitus]"
"39020","ENSORLP00000025887","13.3038054302487","22.9210934788397","14.8431231142715","39.1573583301902","37.9073666442337","46.937978905911","102.405847610365","77.9284062862974",44.4256224750446,1.08455083858882,0.503563363087082,2.15375247305525,0.0312595886787476,0.10981874412776,44.4256224750446,2.37658057031126,0.506296179805952,4.69405195042579,2.67845965460148e-06,0.000108997431795188,"TRINITY_DN101898_c0_g1_i1","TRINITY_DN101898_c0_g1","Transcript_106332","gi|226453364|ref|YP_002791113.1| cytochrome c oxidase subunit III (mitochondrion) [Fundulus heteroclitus]"
"39021","ENSORLP00000025887","13.3038054302487","22.9210934788397","14.8431231142715","39.1573583301902","37.9073666442337","46.937978905911","102.405847610365","77.9284062862974",44.4256224750446,1.08455083858882,0.503563363087082,2.15375247305525,0.0312595886787476,0.10981874412776,44.4256224750446,2.37658057031126,0.506296179805952,4.69405195042579,2.67845965460148e-06,0.000108997431795188,"TRINITY_DN28412_c0_g1_i1","TRINITY_DN28412_c0_g1","Transcript_325097","gi|226453364|ref|YP_002791113.1| cytochrome c oxidase subunit III (mitochondrion) [Fundulus heteroclitus]"
"39022","ENSORLP00000025887","13.3038054302487","22.9210934788397","14.8431231142715","39.1573583301902","37.9073666442337","46.937978905911","102.405847610365","77.9284062862974",44.4256224750446,1.08455083858882,0.503563363087082,2.15375247305525,0.0312595886787476,0.10981874412776,44.4256224750446,2.37658057031126,0.506296179805952,4.69405195042579,2.67845965460148e-06,0.000108997431795188,"TRINITY_DN6584_c0_g1_i1","TRINITY_DN6584_c0_g1","Transcript_361169","gi|226453364|ref|YP_002791113.1| cytochrome c oxidase subunit III (mitochondrion) [Fundulus heteroclitus]"
