"","GeneID","F_chrysotus_BW_1.quant","F_chrysotus_BW_2.quant","F_chrysotus_BW_3.quant","F_chrysotus_FW_1.quant","F_chrysotus_FW_2.quant","F_chrysotus_FW_3.quant","F_chrysotus_transfer_1.quant","F_chrysotus_transfer_2.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"20703","ENSONIP00000010589","6.02492135058562","1.72877193548894","0.869079331621436","2679.66934691561","2286.10206557387","11.4653997407712","159.070849266634","4.53341929044537",643.682981675629,-4.34554258044072,1.90985160391092,-2.27532996361711,0.0228861432663552,0.0883847983418529,643.682981675629,4.88414856363006,1.97195779508891,2.4768017732397,0.0132565505025794,0.0759663878154005,643.682981675629,-9.22969114407077,1.77412279436763,-5.20239702312183,1.96734374861496e-07,0.00016387483728991,"TRINITY_DN113282_c0_g3_i7","TRINITY_DN113282_c0_g3","Transcript_139829","gi|831487217|ref|XP_012705757.1| PREDICTED: interferon-induced very large GTPase 1-like isoform X3 [Fundulus heteroclitus]"
"20704","ENSONIP00000010589","6.02492135058562","1.72877193548894","0.869079331621436","2679.66934691561","2286.10206557387","11.4653997407712","159.070849266634","4.53341929044537",643.682981675629,-4.34554258044072,1.90985160391092,-2.27532996361711,0.0228861432663552,0.0883847983418529,643.682981675629,4.88414856363006,1.97195779508891,2.4768017732397,0.0132565505025794,0.0759663878154005,643.682981675629,-9.22969114407077,1.77412279436763,-5.20239702312183,1.96734374861496e-07,0.00016387483728991,"TRINITY_DN113282_c0_g3_i1","TRINITY_DN113282_c0_g3","Transcript_139823","gi|831512506|ref|XP_012714588.1| PREDICTED: interferon-induced very large GTPase 1-like [Fundulus heteroclitus]"
"20705","ENSONIP00000010589","6.02492135058562","1.72877193548894","0.869079331621436","2679.66934691561","2286.10206557387","11.4653997407712","159.070849266634","4.53341929044537",643.682981675629,-4.34554258044072,1.90985160391092,-2.27532996361711,0.0228861432663552,0.0883847983418529,643.682981675629,4.88414856363006,1.97195779508891,2.4768017732397,0.0132565505025794,0.0759663878154005,643.682981675629,-9.22969114407077,1.77412279436763,-5.20239702312183,1.96734374861496e-07,0.00016387483728991,"TRINITY_DN113282_c0_g3_i8","TRINITY_DN113282_c0_g3","Transcript_139830","gi|831487211|ref|XP_012705755.1| PREDICTED: interferon-induced very large GTPase 1-like isoform X1 [Fundulus heteroclitus]"
"20706","ENSONIP00000010589","6.02492135058562","1.72877193548894","0.869079331621436","2679.66934691561","2286.10206557387","11.4653997407712","159.070849266634","4.53341929044537",643.682981675629,-4.34554258044072,1.90985160391092,-2.27532996361711,0.0228861432663552,0.0883847983418529,643.682981675629,4.88414856363006,1.97195779508891,2.4768017732397,0.0132565505025794,0.0759663878154005,643.682981675629,-9.22969114407077,1.77412279436763,-5.20239702312183,1.96734374861496e-07,0.00016387483728991,"TRINITY_DN113282_c0_g3_i8","TRINITY_DN113282_c0_g3","Transcript_139830","gi|831487214|ref|XP_012705756.1| PREDICTED: interferon-induced very large GTPase 1-like isoform X2 [Fundulus heteroclitus]"
"20707","ENSONIP00000010589","6.02492135058562","1.72877193548894","0.869079331621436","2679.66934691561","2286.10206557387","11.4653997407712","159.070849266634","4.53341929044537",643.682981675629,-4.34554258044072,1.90985160391092,-2.27532996361711,0.0228861432663552,0.0883847983418529,643.682981675629,4.88414856363006,1.97195779508891,2.4768017732397,0.0132565505025794,0.0759663878154005,643.682981675629,-9.22969114407077,1.77412279436763,-5.20239702312183,1.96734374861496e-07,0.00016387483728991,"TRINITY_DN113282_c0_g3_i7","TRINITY_DN113282_c0_g3","Transcript_139829","gi|831512506|ref|XP_012714588.1| PREDICTED: interferon-induced very large GTPase 1-like [Fundulus heteroclitus]"
"20708","ENSONIP00000010589","6.02492135058562","1.72877193548894","0.869079331621436","2679.66934691561","2286.10206557387","11.4653997407712","159.070849266634","4.53341929044537",643.682981675629,-4.34554258044072,1.90985160391092,-2.27532996361711,0.0228861432663552,0.0883847983418529,643.682981675629,4.88414856363006,1.97195779508891,2.4768017732397,0.0132565505025794,0.0759663878154005,643.682981675629,-9.22969114407077,1.77412279436763,-5.20239702312183,1.96734374861496e-07,0.00016387483728991,"TRINITY_DN113282_c0_g3_i8","TRINITY_DN113282_c0_g3","Transcript_139830","gi|831487217|ref|XP_012705757.1| PREDICTED: interferon-induced very large GTPase 1-like isoform X3 [Fundulus heteroclitus]"
"20709","ENSONIP00000010589","6.02492135058562","1.72877193548894","0.869079331621436","2679.66934691561","2286.10206557387","11.4653997407712","159.070849266634","4.53341929044537",643.682981675629,-4.34554258044072,1.90985160391092,-2.27532996361711,0.0228861432663552,0.0883847983418529,643.682981675629,4.88414856363006,1.97195779508891,2.4768017732397,0.0132565505025794,0.0759663878154005,643.682981675629,-9.22969114407077,1.77412279436763,-5.20239702312183,1.96734374861496e-07,0.00016387483728991,"TRINITY_DN113282_c0_g3_i3","TRINITY_DN113282_c0_g3","Transcript_139825","gi|831512506|ref|XP_012714588.1| PREDICTED: interferon-induced very large GTPase 1-like [Fundulus heteroclitus]"
"20710","ENSONIP00000010589","6.02492135058562","1.72877193548894","0.869079331621436","2679.66934691561","2286.10206557387","11.4653997407712","159.070849266634","4.53341929044537",643.682981675629,-4.34554258044072,1.90985160391092,-2.27532996361711,0.0228861432663552,0.0883847983418529,643.682981675629,4.88414856363006,1.97195779508891,2.4768017732397,0.0132565505025794,0.0759663878154005,643.682981675629,-9.22969114407077,1.77412279436763,-5.20239702312183,1.96734374861496e-07,0.00016387483728991,"TRINITY_DN113282_c0_g3_i7","TRINITY_DN113282_c0_g3","Transcript_139829","gi|831487214|ref|XP_012705756.1| PREDICTED: interferon-induced very large GTPase 1-like isoform X2 [Fundulus heteroclitus]"
"20711","ENSONIP00000010589","6.02492135058562","1.72877193548894","0.869079331621436","2679.66934691561","2286.10206557387","11.4653997407712","159.070849266634","4.53341929044537",643.682981675629,-4.34554258044072,1.90985160391092,-2.27532996361711,0.0228861432663552,0.0883847983418529,643.682981675629,4.88414856363006,1.97195779508891,2.4768017732397,0.0132565505025794,0.0759663878154005,643.682981675629,-9.22969114407077,1.77412279436763,-5.20239702312183,1.96734374861496e-07,0.00016387483728991,"TRINITY_DN113282_c0_g3_i3","TRINITY_DN113282_c0_g3","Transcript_139825","gi|831487214|ref|XP_012705756.1| PREDICTED: interferon-induced very large GTPase 1-like isoform X2 [Fundulus heteroclitus]"
"20712","ENSONIP00000010589","6.02492135058562","1.72877193548894","0.869079331621436","2679.66934691561","2286.10206557387","11.4653997407712","159.070849266634","4.53341929044537",643.682981675629,-4.34554258044072,1.90985160391092,-2.27532996361711,0.0228861432663552,0.0883847983418529,643.682981675629,4.88414856363006,1.97195779508891,2.4768017732397,0.0132565505025794,0.0759663878154005,643.682981675629,-9.22969114407077,1.77412279436763,-5.20239702312183,1.96734374861496e-07,0.00016387483728991,"TRINITY_DN113282_c0_g3_i5","TRINITY_DN113282_c0_g3","Transcript_139827","gi|831512506|ref|XP_012714588.1| PREDICTED: interferon-induced very large GTPase 1-like [Fundulus heteroclitus]"
