"","GeneID","L_goodei_BW_1.quant","L_goodei_BW_2.quant","L_goodei_BW_3.quant","L_goodei_FW_1.quant","L_goodei_FW_2.quant","L_goodei_FW_3.quant","L_goodei_transfer_1.quant","L_goodei_transfer_2.quant","L_goodei_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"6791","ENSGACP00000005866","36.0227534018258","73.8452747220805","118.874997302195","427.745308275306","231.452352854017","388.202903639337","225.104543769587","173.026550800365","198.203394295859",208.053119895619,-0.817342492014877,0.413000937462554,-1.97903301875431,0.0478122888392831,0.409645502487974,208.053119895619,1.37984208126598,0.419733436356729,3.28742473614435,0.00101108211711621,0.0946372861620769,208.053119895619,-2.19718457328086,0.418063047428094,-5.25562971135059,1.47518836859074e-07,0.000139725993955432,"TRINITY_DN122989_c2_g1_i6","TRINITY_DN122989_c2_g1","Transcript_187825","gi|831562282|ref|XP_012731983.1| PREDICTED: collagen alpha-4(IV) chain-like [Fundulus heteroclitus]"
"6792","ENSGACP00000005866","36.0227534018258","73.8452747220805","118.874997302195","427.745308275306","231.452352854017","388.202903639337","225.104543769587","173.026550800365","198.203394295859",208.053119895619,-0.817342492014877,0.413000937462554,-1.97903301875431,0.0478122888392831,0.409645502487974,208.053119895619,1.37984208126598,0.419733436356729,3.28742473614435,0.00101108211711621,0.0946372861620769,208.053119895619,-2.19718457328086,0.418063047428094,-5.25562971135059,1.47518836859074e-07,0.000139725993955432,"TRINITY_DN122989_c2_g1_i2","TRINITY_DN122989_c2_g1","Transcript_187820","gi|831557880|ref|XP_012730524.1| PREDICTED: collagen alpha-2(IV) chain [Fundulus heteroclitus]"
"6793","ENSGACP00000005866","36.0227534018258","73.8452747220805","118.874997302195","427.745308275306","231.452352854017","388.202903639337","225.104543769587","173.026550800365","198.203394295859",208.053119895619,-0.817342492014877,0.413000937462554,-1.97903301875431,0.0478122888392831,0.409645502487974,208.053119895619,1.37984208126598,0.419733436356729,3.28742473614435,0.00101108211711621,0.0946372861620769,208.053119895619,-2.19718457328086,0.418063047428094,-5.25562971135059,1.47518836859074e-07,0.000139725993955432,"TRINITY_DN122989_c2_g1_i4","TRINITY_DN122989_c2_g1","Transcript_187823","gi|831562232|ref|XP_012731967.1| PREDICTED: collagen alpha-5(IV) chain-like [Fundulus heteroclitus]"
"6794","ENSGACP00000005866","36.0227534018258","73.8452747220805","118.874997302195","427.745308275306","231.452352854017","388.202903639337","225.104543769587","173.026550800365","198.203394295859",208.053119895619,-0.817342492014877,0.413000937462554,-1.97903301875431,0.0478122888392831,0.409645502487974,208.053119895619,1.37984208126598,0.419733436356729,3.28742473614435,0.00101108211711621,0.0946372861620769,208.053119895619,-2.19718457328086,0.418063047428094,-5.25562971135059,1.47518836859074e-07,0.000139725993955432,"TRINITY_DN122989_c2_g1_i4","TRINITY_DN122989_c2_g1","Transcript_187823","gi|831485937|ref|XP_012705309.1| PREDICTED: collagen alpha-1(III) chain-like [Fundulus heteroclitus]"
"6795","ENSGACP00000005866","36.0227534018258","73.8452747220805","118.874997302195","427.745308275306","231.452352854017","388.202903639337","225.104543769587","173.026550800365","198.203394295859",208.053119895619,-0.817342492014877,0.413000937462554,-1.97903301875431,0.0478122888392831,0.409645502487974,208.053119895619,1.37984208126598,0.419733436356729,3.28742473614435,0.00101108211711621,0.0946372861620769,208.053119895619,-2.19718457328086,0.418063047428094,-5.25562971135059,1.47518836859074e-07,0.000139725993955432,"TRINITY_DN122989_c2_g1_i6","TRINITY_DN122989_c2_g1","Transcript_187825","gi|831557564|ref|XP_012730417.1| PREDICTED: collagen alpha-6(IV) chain [Fundulus heteroclitus]"
"6796","ENSGACP00000005866","36.0227534018258","73.8452747220805","118.874997302195","427.745308275306","231.452352854017","388.202903639337","225.104543769587","173.026550800365","198.203394295859",208.053119895619,-0.817342492014877,0.413000937462554,-1.97903301875431,0.0478122888392831,0.409645502487974,208.053119895619,1.37984208126598,0.419733436356729,3.28742473614435,0.00101108211711621,0.0946372861620769,208.053119895619,-2.19718457328086,0.418063047428094,-5.25562971135059,1.47518836859074e-07,0.000139725993955432,"TRINITY_DN122989_c2_g1_i6","TRINITY_DN122989_c2_g1","Transcript_187825","gi|831557880|ref|XP_012730524.1| PREDICTED: collagen alpha-2(IV) chain [Fundulus heteroclitus]"
"6797","ENSGACP00000005866","36.0227534018258","73.8452747220805","118.874997302195","427.745308275306","231.452352854017","388.202903639337","225.104543769587","173.026550800365","198.203394295859",208.053119895619,-0.817342492014877,0.413000937462554,-1.97903301875431,0.0478122888392831,0.409645502487974,208.053119895619,1.37984208126598,0.419733436356729,3.28742473614435,0.00101108211711621,0.0946372861620769,208.053119895619,-2.19718457328086,0.418063047428094,-5.25562971135059,1.47518836859074e-07,0.000139725993955432,"TRINITY_DN122989_c2_g1_i6","TRINITY_DN122989_c2_g1","Transcript_187825","gi|831485931|ref|XP_012705307.1| PREDICTED: collagen alpha-4(IV) chain-like [Fundulus heteroclitus]"
"6798","ENSGACP00000005866","36.0227534018258","73.8452747220805","118.874997302195","427.745308275306","231.452352854017","388.202903639337","225.104543769587","173.026550800365","198.203394295859",208.053119895619,-0.817342492014877,0.413000937462554,-1.97903301875431,0.0478122888392831,0.409645502487974,208.053119895619,1.37984208126598,0.419733436356729,3.28742473614435,0.00101108211711621,0.0946372861620769,208.053119895619,-2.19718457328086,0.418063047428094,-5.25562971135059,1.47518836859074e-07,0.000139725993955432,"TRINITY_DN122989_c2_g1_i6","TRINITY_DN122989_c2_g1","Transcript_187825","gi|831557877|ref|XP_012730523.1| PREDICTED: collagen alpha-1(IV) chain [Fundulus heteroclitus]"
"6799","ENSGACP00000005866","36.0227534018258","73.8452747220805","118.874997302195","427.745308275306","231.452352854017","388.202903639337","225.104543769587","173.026550800365","198.203394295859",208.053119895619,-0.817342492014877,0.413000937462554,-1.97903301875431,0.0478122888392831,0.409645502487974,208.053119895619,1.37984208126598,0.419733436356729,3.28742473614435,0.00101108211711621,0.0946372861620769,208.053119895619,-2.19718457328086,0.418063047428094,-5.25562971135059,1.47518836859074e-07,0.000139725993955432,"TRINITY_DN122989_c2_g1_i2","TRINITY_DN122989_c2_g1","Transcript_187820","gi|831557877|ref|XP_012730523.1| PREDICTED: collagen alpha-1(IV) chain [Fundulus heteroclitus]"
"6800","ENSGACP00000005866","36.0227534018258","73.8452747220805","118.874997302195","427.745308275306","231.452352854017","388.202903639337","225.104543769587","173.026550800365","198.203394295859",208.053119895619,-0.817342492014877,0.413000937462554,-1.97903301875431,0.0478122888392831,0.409645502487974,208.053119895619,1.37984208126598,0.419733436356729,3.28742473614435,0.00101108211711621,0.0946372861620769,208.053119895619,-2.19718457328086,0.418063047428094,-5.25562971135059,1.47518836859074e-07,0.000139725993955432,"TRINITY_DN122989_c2_g1_i4","TRINITY_DN122989_c2_g1","Transcript_187823","gi|831562282|ref|XP_012731983.1| PREDICTED: collagen alpha-4(IV) chain-like [Fundulus heteroclitus]"
