"","GeneID","F_rathbuni_BW_1.quant","F_rathbuni_BW_2.quant","F_rathbuni_BW_3.quant","F_rathbuni_FW_1.quant","F_rathbuni_FW_2.quant","F_rathbuni_FW_3.quant","F_rathbuni_transfer_1.quant","F_rathbuni_transfer_2.quant","F_rathbuni_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","baseMean_BW_v_FW","log2FC_BW_v_FW","lfcSE_BW_v_FW","stat_BW_v_FW","pvalue_BW_v_FW","padj_BW_v_FW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"167056","gi|831543520|ref|XP_012725551.1| PREDICTED: protamine-like protein [Fundulus heteroclitus]","670.320116273486","680.03308191573","1065.81439588259","573.857289137625","547.746185720724","502.309974856931","369.081240519028","362.777971773217","265.313706770877",559.694884761135,-0.705627057878787,0.227519725853139,-3.10138848503298,0.00192615406664706,0.0670578427753652,559.694884761135,-1.27891970530553,0.227891041978252,-5.61197883955257,2.00025902913961e-08,2.2540418934617e-05,559.694884761135,0.573292647426747,0.225512074960409,2.54218159948816,0.0110162920252981,0.359875839906372,"TRINITY_DN154693_c0_g1_i2","TRINITY_DN154693_c0_g1","Transcript_346917","gi|831543520|ref|XP_012725551.1| PREDICTED: protamine-like protein [Fundulus heteroclitus]"
"18640","ENSONIP00000007871","71.8724037294266","63.6487955871537","124.114586124298","137.452613792312","178.740754595897","198.24002020572","394.458699143636","281.304598985369","236.971510801297",187.422664773901,0.827820267721633,0.315150080860278,2.62674934260496,0.00862048090006901,0.158272029325267,187.422664773901,1.8119817714913,0.327470338352281,5.5332699157077,3.14315210777139e-08,3.04868369295889e-05,187.422664773901,-0.984161503769665,0.329043854305815,-2.99097366776825,0.00278089472142015,0.195729448946083,"TRINITY_DN155963_c0_g1_i1","TRINITY_DN155963_c0_g1","Transcript_53987","gi|831531465|ref|XP_012721193.1| PREDICTED: uncharacterized protein LOC105928472 [Fundulus heteroclitus]"
"18641","ENSONIP00000007871","71.8724037294266","63.6487955871537","124.114586124298","137.452613792312","178.740754595897","198.24002020572","394.458699143636","281.304598985369","236.971510801297",187.422664773901,0.827820267721633,0.315150080860278,2.62674934260496,0.00862048090006901,0.158272029325267,187.422664773901,1.8119817714913,0.327470338352281,5.5332699157077,3.14315210777139e-08,3.04868369295889e-05,187.422664773901,-0.984161503769665,0.329043854305815,-2.99097366776825,0.00278089472142015,0.195729448946083,"TRINITY_DN155963_c0_g1_i8","TRINITY_DN155963_c0_g1","Transcript_53994","gi|831531465|ref|XP_012721193.1| PREDICTED: uncharacterized protein LOC105928472 [Fundulus heteroclitus]"
"152917","gi|831488133|ref|XP_012706081.1| PREDICTED: endosialin-like [Fundulus heteroclitus]","217.566880253834","294.540168546861","215.792972223869","131.894204135571","193.810495220562","142.784187305169","111.28913665643","72.8135301571672","82.4151848279429",162.545195480823,-0.81250244747643,0.276408007251799,-2.93950401638063,0.00328738010008423,0.0907254489013752,162.545195480823,-1.43543359997884,0.277403633118484,-5.1745306427394,2.28484611540351e-07,0.000158445290233559,162.545195480823,0.622931152502405,0.269657464976062,2.31008309952667,0.0208835539151946,0.457841271294516,"TRINITY_DN152596_c2_g1_i1","TRINITY_DN152596_c2_g1","Transcript_22700","gi|831488133|ref|XP_012706081.1| PREDICTED: endosialin-like [Fundulus heteroclitus]"
"132479","ENSXMAP00000016380","60.804279181635","53.6982908639677","67.8596558478453","54.3456247274384","112.464828885142","124.433977299284","207.339980471251","195.118762247328","171.950229294506",116.446180979822,0.981753273371346,0.328663849472169,2.98710452928739,0.00281633409239947,0.0832584732875112,116.446180979822,1.65239343217371,0.338642061106862,4.87946897905361,1.06371851947418e-06,0.000564083673709396,116.446180979822,-0.670640158802362,0.341933132913089,-1.96131960974025,0.0498417511544257,0.614940869861076,"TRINITY_DN158232_c2_g1_i10","TRINITY_DN158232_c2_g1_","Transcript_239037","gi|831482224|ref|XP_012730366.1| PREDICTED: putative ATP-dependent RNA helicase DHX30 [Fundulus heteroclitus]"
"132480","ENSXMAP00000016380","60.804279181635","53.6982908639677","67.8596558478453","54.3456247274384","112.464828885142","124.433977299284","207.339980471251","195.118762247328","171.950229294506",116.446180979822,0.981753273371346,0.328663849472169,2.98710452928739,0.00281633409239947,0.0832584732875112,116.446180979822,1.65239343217371,0.338642061106862,4.87946897905361,1.06371851947418e-06,0.000564083673709396,116.446180979822,-0.670640158802362,0.341933132913089,-1.96131960974025,0.0498417511544257,0.614940869861076,"TRINITY_DN158232_c2_g1_i6","TRINITY_DN158232_c2_g1","Transcript_239033","gi|831482224|ref|XP_012730366.1| PREDICTED: putative ATP-dependent RNA helicase DHX30 [Fundulus heteroclitus]"
"132481","ENSXMAP00000016380","60.804279181635","53.6982908639677","67.8596558478453","54.3456247274384","112.464828885142","124.433977299284","207.339980471251","195.118762247328","171.950229294506",116.446180979822,0.981753273371346,0.328663849472169,2.98710452928739,0.00281633409239947,0.0832584732875112,116.446180979822,1.65239343217371,0.338642061106862,4.87946897905361,1.06371851947418e-06,0.000564083673709396,116.446180979822,-0.670640158802362,0.341933132913089,-1.96131960974025,0.0498417511544257,0.614940869861076,"TRINITY_DN158232_c2_g1_i9","TRINITY_DN158232_c2_g1","Transcript_239036","gi|831482224|ref|XP_012730366.1| PREDICTED: putative ATP-dependent RNA helicase DHX30 [Fundulus heteroclitus]"
"132482","ENSXMAP00000016380","60.804279181635","53.6982908639677","67.8596558478453","54.3456247274384","112.464828885142","124.433977299284","207.339980471251","195.118762247328","171.950229294506",116.446180979822,0.981753273371346,0.328663849472169,2.98710452928739,0.00281633409239947,0.0832584732875112,116.446180979822,1.65239343217371,0.338642061106862,4.87946897905361,1.06371851947418e-06,0.000564083673709396,116.446180979822,-0.670640158802362,0.341933132913089,-1.96131960974025,0.0498417511544257,0.614940869861076,"TRINITY_DN158232_c2_g1_i7","TRINITY_DN158232_c2_g1","Transcript_239034","gi|831482224|ref|XP_012730366.1| PREDICTED: putative ATP-dependent RNA helicase DHX30 [Fundulus heteroclitus]"
"132483","ENSXMAP00000016380","60.804279181635","53.6982908639677","67.8596558478453","54.3456247274384","112.464828885142","124.433977299284","207.339980471251","195.118762247328","171.950229294506",116.446180979822,0.981753273371346,0.328663849472169,2.98710452928739,0.00281633409239947,0.0832584732875112,116.446180979822,1.65239343217371,0.338642061106862,4.87946897905361,1.06371851947418e-06,0.000564083673709396,116.446180979822,-0.670640158802362,0.341933132913089,-1.96131960974025,0.0498417511544257,0.614940869861076,"TRINITY_DN158232_c2_g1_i5","TRINITY_DN158232_c2_g1","Transcript_239032","gi|831482224|ref|XP_012730366.1| PREDICTED: putative ATP-dependent RNA helicase DHX30 [Fundulus heteroclitus]"
"132484","ENSXMAP00000016380","60.804279181635","53.6982908639677","67.8596558478453","54.3456247274384","112.464828885142","124.433977299284","207.339980471251","195.118762247328","171.950229294506",116.446180979822,0.981753273371346,0.328663849472169,2.98710452928739,0.00281633409239947,0.0832584732875112,116.446180979822,1.65239343217371,0.338642061106862,4.87946897905361,1.06371851947418e-06,0.000564083673709396,116.446180979822,-0.670640158802362,0.341933132913089,-1.96131960974025,0.0498417511544257,0.614940869861076,"TRINITY_DN158232_c2_g1_i4","TRINITY_DN158232_c2_g1","Transcript_239031","gi|831482224|ref|XP_012730366.1| PREDICTED: putative ATP-dependent RNA helicase DHX30 [Fundulus heteroclitus]"
"132485","ENSXMAP00000016380","60.804279181635","53.6982908639677","67.8596558478453","54.3456247274384","112.464828885142","124.433977299284","207.339980471251","195.118762247328","171.950229294506",116.446180979822,0.981753273371346,0.328663849472169,2.98710452928739,0.00281633409239947,0.0832584732875112,116.446180979822,1.65239343217371,0.338642061106862,4.87946897905361,1.06371851947418e-06,0.000564083673709396,116.446180979822,-0.670640158802362,0.341933132913089,-1.96131960974025,0.0498417511544257,0.614940869861076,"TRINITY_DN158232_c2_g1_i12","TRINITY_DN158232_c2_g1_","Transcript_239039","gi|831482224|ref|XP_012730366.1| PREDICTED: putative ATP-dependent RNA helicase DHX30 [Fundulus heteroclitus]"
"132486","ENSXMAP00000016380","60.804279181635","53.6982908639677","67.8596558478453","54.3456247274384","112.464828885142","124.433977299284","207.339980471251","195.118762247328","171.950229294506",116.446180979822,0.981753273371346,0.328663849472169,2.98710452928739,0.00281633409239947,0.0832584732875112,116.446180979822,1.65239343217371,0.338642061106862,4.87946897905361,1.06371851947418e-06,0.000564083673709396,116.446180979822,-0.670640158802362,0.341933132913089,-1.96131960974025,0.0498417511544257,0.614940869861076,"TRINITY_DN158232_c2_g1_i3","TRINITY_DN158232_c2_g1","Transcript_239030","gi|831482224|ref|XP_012730366.1| PREDICTED: putative ATP-dependent RNA helicase DHX30 [Fundulus heteroclitus]"
"132487","ENSXMAP00000016380","60.804279181635","53.6982908639677","67.8596558478453","54.3456247274384","112.464828885142","124.433977299284","207.339980471251","195.118762247328","171.950229294506",116.446180979822,0.981753273371346,0.328663849472169,2.98710452928739,0.00281633409239947,0.0832584732875112,116.446180979822,1.65239343217371,0.338642061106862,4.87946897905361,1.06371851947418e-06,0.000564083673709396,116.446180979822,-0.670640158802362,0.341933132913089,-1.96131960974025,0.0498417511544257,0.614940869861076,"TRINITY_DN158232_c2_g1_i11","TRINITY_DN158232_c2_g1_","Transcript_239038","gi|831482224|ref|XP_012730366.1| PREDICTED: putative ATP-dependent RNA helicase DHX30 [Fundulus heteroclitus]"
"132488","ENSXMAP00000016380","60.804279181635","53.6982908639677","67.8596558478453","54.3456247274384","112.464828885142","124.433977299284","207.339980471251","195.118762247328","171.950229294506",116.446180979822,0.981753273371346,0.328663849472169,2.98710452928739,0.00281633409239947,0.0832584732875112,116.446180979822,1.65239343217371,0.338642061106862,4.87946897905361,1.06371851947418e-06,0.000564083673709396,116.446180979822,-0.670640158802362,0.341933132913089,-1.96131960974025,0.0498417511544257,0.614940869861076,"TRINITY_DN158232_c2_g1_i1","TRINITY_DN158232_c2_g1","Transcript_239028","gi|831482224|ref|XP_012730366.1| PREDICTED: putative ATP-dependent RNA helicase DHX30 [Fundulus heteroclitus]"
"132489","ENSXMAP00000016380","60.804279181635","53.6982908639677","67.8596558478453","54.3456247274384","112.464828885142","124.433977299284","207.339980471251","195.118762247328","171.950229294506",116.446180979822,0.981753273371346,0.328663849472169,2.98710452928739,0.00281633409239947,0.0832584732875112,116.446180979822,1.65239343217371,0.338642061106862,4.87946897905361,1.06371851947418e-06,0.000564083673709396,116.446180979822,-0.670640158802362,0.341933132913089,-1.96131960974025,0.0498417511544257,0.614940869861076,"TRINITY_DN158232_c2_g1_i8","TRINITY_DN158232_c2_g1","Transcript_239035","gi|831482224|ref|XP_012730366.1| PREDICTED: putative ATP-dependent RNA helicase DHX30 [Fundulus heteroclitus]"
